,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
923,16725036.0,68.0,no charges,w - white,2018-10-28,sunday,1 - male,"3 - worn, not damaged",98 - other/out of state,0.0,la - louisiana,1 - driver license,b - suspected minor injury,la - louisiana,mc - motorcycle,gld - gold,no data,harley-davidson,flhtcuse (harley-davidson),2006
924,16728132.0,60.0,no charges,w - white,2018-10-28,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,mar - maroon,12 - defective or slick tires,harley-davidson,unknown (harley-davidson),2004
925,16733956.0,63.0,driving while intoxicated,w - white,2018-10-28,sunday,1 - male,1 - not worn,am - class a and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,honda,gl1100 (honda),1998
926,16736419.0,30.0,dwi-1st. offense,w - white,2018-10-28,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,unknown (yamaha),2006
927,16736537.0,48.0,no charges,w - white,2018-10-28,sunday,1 - male,99 - unknown if worn,98 - other/out of state,0.0,ok - oklahoma,1 - driver license,a - suspected serious injury,ok - oklahoma,mc - motorcycle,blk - black,no data,kawasaki,zx1000 (kawasaki),2016
928,16718956.0,41.0,no charges,w - white,2018-10-29,monday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,no data,honda,st1300 (honda),2008
929,16719114.0,46.0,no charges,h - hispanic,2018-10-29,monday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,yzfr6 (yamaha),2009
930,16713149.0,54.0,no charges,w - white,2018-10-30,tuesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),1999
931,16715707.0,63.0,no charges,w - white,2018-10-30,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,honda,gl1800 (honda),2017
932,16718760.0,32.0,no charges,w - white,2018-10-30,tuesday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,srx600 (yamaha),2006
933,16720068.0,23.0,"fail to control speed, no motor cycle endorsement",w - white,2018-10-30,tuesday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx1250 (suzuki),2008
934,16780857.0,56.0,no charges,h - hispanic,2018-10-30,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,bmw,s 1000 (bmw),2016
935,16715896.0,18.0,no charges,h - hispanic,2018-10-31,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mar - maroon,no data,kawasaki,zx600 (kawasaki),2007
936,16722613.0,34.0,no charges,w - white,2018-10-31,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0.0,az - arizona,1 - driver license,b - suspected minor injury,az - arizona,mc - motorcycle,blk - black,no data,victory motorcycles,cross country (victory motorcycles),2013
937,16727684.0,55.0,unsafe speed,w - white,2018-10-31,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2008
938,16737059.0,61.0,no charges,b - black,2018-10-31,wednesday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,no data,no data,unknown,unknown (unknown),no data
939,16714506.0,69.0,no charges,w - white,2018-11-01,thursday,1 - male,"2 - worn, damaged",,0.0,,,a - suspected serious injury,no data,mc - motorcycle,tan - tan,no data,harley-davidson,unknown (harley-davidson),2014
940,16715268.0,25.0,"driving while intoxicated, possession of a controlled substance, pg1 1-4g, assault family violence, impeding breath, theft of firearm, unlawful carrying of a weapon, possession of a controlled substance, pg3, <28g, evading arrest in a vehicle, fort worth warrants",w - white,2018-11-01,thursday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,kawasaki,zx600 (kawasaki),2007
941,16715914.0,18.0,fail to drive in single lane,a - asian,2018-11-01,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mul - multicolored,no data,yamaha,fz09 (yamaha),2016
942,16719192.0,23.0,"ft control speed, no endorsement m",h - hispanic,2018-11-01,thursday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),2014
943,16720820.0,35.0,no charges,a - asian,2018-11-01,thursday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,ducati,diavel (ducati),2015
944,16721844.0,24.0,no charges,b - black,2018-11-01,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,mul - multicolored,no data,suzuki,unknown (suzuki),1994
945,16722383.0,18.0,evading arrest/detention with a motor vehicle,b - black,2018-11-01,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx (suzuki),2007
946,16716961.0,62.0,no charges,b - black,2018-11-02,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,kawasaki,unknown (kawasaki),1974
947,16717367.0,71.0,no charges,h - hispanic,2018-11-02,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,gl1800 (honda),2005
948,16718454.0,25.0,no charges,w - white,2018-11-02,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,honda,unknown (honda),2015
949,16718469.0,40.0,driving while license invalid,h - hispanic,2018-11-02,friday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,unknown (harley-davidson),2006
950,16724921.0,47.0,no charges,w - white,2018-11-02,friday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,no data,honda,unknown (honda),2002
951,16725055.0,33.0,improper driver license for type of vehicle,w - white,2018-11-02,friday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2017
952,16728111.0,58.0,"driving while intoxicated, unsafe speed, fail to maintain financial resp, improper driver license for type vehicle",h - hispanic,2018-11-02,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flstf (harley-davidson),2000
953,16729523.0,65.0,no charges,b - black,2018-11-02,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,whi - white,no data,suzuki,m109r / vzr1800 (suzuki),2007
954,16731973.0,26.0,"ftmfr uvr, fail to control speed, violation dl restriction  ( no mc indorcement)",w - white,2018-11-02,friday,1 - male,1 - not worn,a - class a,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,whi - white,no data,harley-davidson,fld (harley-davidson),2000
955,16733971.0,40.0,no charges,w - white,2018-11-02,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,ong - orange,no data,ktm,1290 (ktm),2018
956,16998943.0,47.0,no charges,w - white,2018-11-02,friday,1 - male,1 - not worn,b - class b,0.0,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxstsi (harley-davidson),2006
957,16717650.0,29.0,"no m endorsement, fail to control speed",h - hispanic,2018-11-03,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,no data,honda,cbr600 (honda),2003
958,16717822.0,26.0,no charges,i - amer. indian/alaskan native,2018-11-03,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),1994
959,16718568.0,52.0,no charges,b - black,2018-11-03,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx1300 (suzuki),2004
960,16719869.0,54.0,no charges,w - white,2018-11-03,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2002
961,16724228.0,36.0,no charges,h - hispanic,2018-11-03,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,flhxi (harley-davidson),2016
962,16725085.0,56.0,no charges,h - hispanic,2018-11-03,saturday,1 - male,99 - unknown if worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,no data,harley-davidson,xl883 (harley-davidson),2002
963,16725860.0,64.0,no charges,w - white,2018-11-03,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhri (harley-davidson),2002
964,16726009.0,31.0,no charges,w - white,2018-11-03,saturday,2 - female,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,unknown (honda),2006
965,16727034.0,25.0,dwi,w - white,2018-11-03,saturday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,yzf600 (yamaha),2000
966,16718315.0,54.0,no charges,b - black,2018-11-04,sunday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flstni (harley-davidson),2006
967,16718434.0,56.0,no charges,w - white,2018-11-04,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhs (harley-davidson),2016
968,16718727.0,28.0,no charges,w - white,2018-11-04,sunday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,kawasaki,unknown (kawasaki),2008
969,16720262.0,67.0,no charges,w - white,2018-11-04,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,indian motorcycle co.,chief (indian motorcycle co.),2016
970,16720327.0,23.0,no charges,w - white,2018-11-04,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2003
971,16720978.0,39.0,no charges,b - black,2018-11-04,sunday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flt (harley-davidson),2016
972,16721066.0,,no charges,w - white,2018-11-04,sunday,1 - male,1 - not worn,99 - unknown,0.0,un - unknown,99 - unknown,b - suspected minor injury,un - unknown,mc - motorcycle,sil - silver,no data,yamaha,unknown (yamaha),1999
973,16721127.0,29.0,no charges,h - hispanic,2018-11-04,sunday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxd (harley-davidson),2013
974,16724049.0,33.0,driving while intoxicated,h - hispanic,2018-11-04,sunday,1 - male,1 - not worn,5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,vtx1300 (honda),2003
975,16726532.0,28.0,no charges,w - white,2018-11-04,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,honda,unknown (honda),2007
976,16726570.0,33.0,no charges,w - white,2018-11-04,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fls (harley-davidson),2009
977,16727279.0,36.0,no charges,h - hispanic,2018-11-04,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,unknown,unknown (unknown),2001
978,16727685.0,54.0,no charges,w - white,2018-11-04,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,indian motorcycle co.,unknown (indian motorcycle co.),2017
979,16733877.0,31.0,driving while intoxicated 2nd,w - white,2018-11-04,sunday,1 - male,1 - not worn,98 - other/out of state,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fls (harley-davidson),2017
980,17107267.0,24.0,"driving while license invalid, fail to maint financial responsibility, expired registration, no motorcycle license",b - black,2018-11-04,sunday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,c-series (honda),2004
981,16723832.0,21.0,no charges,w - white,2018-11-05,monday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,ple - purple,no data,honda,cbr650 (honda),1995
982,16726343.0,36.0,no charges,i - amer. indian/alaskan native,2018-11-05,monday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,99 - unknown,no data,suzuki,unknown (suzuki),2001
983,16731136.0,45.0,no charges,a - asian,2018-11-05,monday,1 - male,"3 - worn, not damaged",am - class a and m,1.0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,xv1900 (yamaha),2008
984,16734769.0,26.0,failure to maintain financial responsibility,h - hispanic,2018-11-05,monday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ple - purple,no data,harley-davidson,flst (harley-davidson),2006
985,16736648.0,32.0,"no motor cycle endoresement, fail to control speed",h - hispanic,2018-11-05,monday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,unknown (harley-davidson),2016
986,16737082.0,36.0,no charges,w - white,2018-11-05,monday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,bw200 (yamaha),2012
987,16725455.0,61.0,no charges,w - white,2018-11-06,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,bmw,unknown (bmw),1996
988,16727248.0,25.0,no charges,w - white,2018-11-06,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,ducati,m900 (ducati),2002
989,16728079.0,46.0,no charges,w - white,2018-11-07,wednesday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2007
990,16729424.0,63.0,no charges,w - white,2018-11-07,wednesday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flht (harley-davidson),1973
991,16732479.0,50.0,no charges,w - white,2018-11-07,wednesday,1 - male,"4 - worn, unk damage",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,no data,kawasaki,vulcan 2000 (kawasaki),2006
992,16732495.0,20.0,"no class m license, fmfr",w - white,2018-11-07,wednesday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,no data,honda,cbr500 (honda),2013
993,16733553.0,27.0,no charges,w - white,2018-11-07,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,ctx1300 (honda),2014
994,16733901.0,24.0,no charges,w - white,2018-11-07,wednesday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,unknown,unknown (unknown),2018
995,16733349.0,20.0,no charges,98 - other,2018-11-08,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,no data,kawasaki,ex250 (kawasaki),2007
996,16730535.0,22.0,no charges,b - black,2018-11-09,friday,1 - male,99 - unknown if worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,kawasaki,ninja zx (kawasaki),2015
997,16736084.0,40.0,no charges,w - white,2018-11-09,friday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flt (harley-davidson),2018
998,16732012.0,47.0,no charges,h - hispanic,2018-11-10,saturday,1 - male,99 - unknown if worn,a - class a,0.0,tx - texas,2 - commercial driver lic.,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fls (harley-davidson),2013
999,16732367.0,35.0,no charges,w - white,2018-11-11,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2014
1000,16734560.0,42.0,no charges,h - hispanic,2018-11-11,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xls (harley-davidson),2014
1001,16736903.0,35.0,dwi,w - white,2018-11-11,sunday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,unknown (yamaha),2006
1002,18164385.0,22.0,no charges,h - hispanic,2018-11-14,wednesday,1 - male,"4 - worn, unk damage",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,rx50 (yamaha),2002
1003,16788102.0,29.0,"failed to control speed, no class m endorsement, fail to maintain financial responsibility",w - white,2018-11-16,friday,1 - male,1 - not worn,a - class a,0.0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,unknown (honda),2013
1004,16785862.0,25.0,no charges,98 - other,2018-11-20,tuesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,mar - maroon,no data,kymco usa inc,people (kymco usa inc),2005
1005,16981101.0,28.0,no charges,h - hispanic,2018-11-20,tuesday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,ducati,unknown (ducati),2016
1006,16779757.0,31.0,no charges,w - white,2018-11-23,friday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,kawasaki,klx250 (kawasaki),2009
1007,16786395.0,59.0,unsafe speed,w - white,2018-11-24,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mar - maroon,no data,honda,unknown (honda),2006
1008,16981111.0,32.0,dwli/ fmfr/ no reg mc,w - white,2018-11-24,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,suzuki,gsx (suzuki),2004
1009,,,,,,,,,,,,,,,,,,,,
1010,16781870.0,21.0,"no drivers license, failure to control speed",w - white,2018-11-25,sunday,1 - male,"4 - worn, unk damage",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,gry - gray,no data,yamaha,fz07 (yamaha),2016
1011,16790140.0,45.0,no charges,w - white,2018-11-29,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,harley-davidson,flstn (harley-davidson),2008
1012,16797090.0,42.0,no restricted class m license,h - hispanic,2018-11-29,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhr (harley-davidson),2013
1013,16778672.0,39.0,no charges,h - hispanic,2018-11-30,friday,1 - male,"2 - worn, damaged",a - class a,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flh80 (harley-davidson),2014
1014,16790820.0,52.0,no charges,w - white,2018-11-30,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flss (harley-davidson),2010
1015,16796366.0,23.0,no charges,h - hispanic,2018-11-30,friday,1 - male,1 - not worn,am - class a and m,1.0,tx - texas,2 - commercial driver lic.,k - fatal injury,tx - texas,mc - motorcycle,gry - gray,no data,suzuki,gsx (suzuki),2019
1016,16799305.0,45.0,expired registration,b - black,2018-11-30,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxstsse3 (harley-davidson),2014
1017,16799689.0,41.0,no charges,w - white,2018-11-30,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,xvs1100 (yamaha),2000
1018,16802235.0,52.0,no charges,b - black,2018-11-30,friday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mar - maroon,no data,suzuki,vl800 (suzuki),2012
1019,16780443.0,38.0,no charges,w - white,2018-12-01,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2012
1020,16789946.0,31.0,no charges,w - white,2018-12-01,saturday,1 - male,"3 - worn, not damaged",m - class m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,unknown (yamaha),2009
1021,16785576.0,67.0,no charges,h - hispanic,2018-12-02,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,gl1500 (honda),2003
1022,16790869.0,64.0,unsafe speed,w - white,2018-12-02,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,no data,ducati,diavel (ducati),2014
1023,16796266.0,64.0,no charges,w - white,2018-12-02,sunday,1 - male,"4 - worn, unk damage",bm - class b and m,1.0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxs (harley-davidson),2007
1024,16797072.0,64.0,no charges,h - hispanic,2018-12-02,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,ong - orange,no data,victory motorcycles,touring (victory motorcycles),2013
1025,16848882.0,69.0,no charges,w - white,2018-12-02,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,xvs1100 (yamaha),2005
1026,16919186.0,24.0,no charges,w - white,2018-12-03,monday,1 - male,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,cbr300 (honda),2018
1027,16777737.0,28.0,no charges,w - white,2018-12-04,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,grn - green,no data,kawasaki,ex250 (kawasaki),2011
1028,16779604.0,57.0,no charges,w - white,2018-12-04,tuesday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,unknown (honda),2004
1029,16780646.0,51.0,"no valid dl, fail to maintain financial responsibility (fmfr), fail to maintain control, display expired texas license plate/registration",w - white,2018-12-04,tuesday,1 - male,"4 - worn, unk damage",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,unknown,unknown (unknown),2014
1030,16787350.0,35.0,no charges,w - white,2018-12-05,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhr/i (harley-davidson),2019
1031,16793921.0,30.0,no charges,w - white,2018-12-05,wednesday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,no data,harley-davidson,unknown (harley-davidson),2011
1032,16799522.0,24.0,no charges,w - white,2018-12-05,wednesday,1 - male,"4 - worn, unk damage",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxd (harley-davidson),2008
