crash_id,person_injury_severity,crash_date,crash_month,crash_time,crash_year,day_of_week,city,county,latitude,longitude,rural_flag,rural_urban_type,road_class,physical_feature_1,population_group,property_damages
16449572,B - SUSPECTED MINOR INJURY,2018-05-29,5,1200,2018,TUESDAY,OUTSIDE CITY LIMITS,TOM GREEN,31.55670538,-100.54744705,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16455183,A - SUSPECTED SERIOUS INJURY,2018-05-29,5,1855,2018,TUESDAY,LA PORTE,HARRIS,29.6569821,-95.10472212,No,no data,CITY STREET,NOT APPLICABLE,"25,000 - 49,999 POP",PATIO FURNITURE
16456105,A - SUSPECTED SERIOUS INJURY,2018-05-29,5,2044,2018,TUESDAY,OUTSIDE CITY LIMITS,SAN SABA,31.03676509,-98.71629129,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16456821,C - POSSIBLE INJURY,2018-05-30,5,1932,2018,WEDNESDAY,OUTSIDE CITY LIMITS,UPSHUR,32.69788362,-95.06819139,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,DIRECTIONAL ARROW SIGN
16453313,C - POSSIBLE INJURY,2018-05-31,5,1540,2018,THURSDAY,OUTSIDE CITY LIMITS,BELL,31.10030895,-97.51665706,Yes,no data,FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16456382,A - SUSPECTED SERIOUS INJURY,2018-05-31,5,2256,2018,THURSDAY,DALLAS,DALLAS,32.94678422,-96.81923256,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16595651,K - FATAL INJURY,2018-05-31,5,658,2018,THURSDAY,GREGORY,SAN PATRICIO,27.91712918,-97.28027192,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,"TOWN UNDER 2,499 POP",NONE
16451234,B - SUSPECTED MINOR INJURY,2018-06-01,6,2105,2018,FRIDAY,OUTSIDE CITY LIMITS,DENTON,33.07660138,-97.38330737,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,DOG
16453196,B - SUSPECTED MINOR INJURY,2018-06-01,6,448,2018,FRIDAY,ARLINGTON,TARRANT,32.75975429,-97.10234586,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16456498,C - POSSIBLE INJURY,2018-06-01,6,831,2018,FRIDAY,HOUSTON,HARRIS,29.70251878,-95.49751252,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16457330,B - SUSPECTED MINOR INJURY,2018-06-01,6,1230,2018,FRIDAY,EULESS,TARRANT,32.83717744,-97.07510261,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16465799,N - NOT INJURED,2018-06-01,6,1635,2018,FRIDAY,BURKBURNETT,WICHITA,34.06804526,-98.56620106,No,"SMALL URBAN (5000-49,999)",FARM TO MARKET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16469200,A - SUSPECTED SERIOUS INJURY,2018-06-01,6,445,2018,FRIDAY,SAN ANGELO,TOM GREEN,31.43129337,-100.50029173,No,no data,CITY STREET,NOT APPLICABLE,"50,000 - 99,999 POP","NO PARKING SIGN, TELEPHONE POLE GUY WIRE"
16472199,A - SUSPECTED SERIOUS INJURY,2018-06-01,6,1219,2018,FRIDAY,MESQUITE,DALLAS,32.7977643,-96.66966298,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16472200,99 - UNKNOWN,2018-06-01,6,1219,2018,FRIDAY,MESQUITE,DALLAS,32.79885135,-96.67311876,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16451394,B - SUSPECTED MINOR INJURY,2018-06-02,6,1320,2018,SATURDAY,OUTSIDE CITY LIMITS,JIM WELLS,27.98646494,-98.09340872,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16453716,N - NOT INJURED,2018-06-02,6,2030,2018,SATURDAY,OUTSIDE CITY LIMITS,HARRIS,30.10174129,-95.65095274,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16455594,C - POSSIBLE INJURY,2018-06-02,6,1354,2018,SATURDAY,OUTSIDE CITY LIMITS,BRAZORIA,29.16698398,-95.8023476,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16460079,B - SUSPECTED MINOR INJURY,2018-06-02,6,1458,2018,SATURDAY,FORT WORTH,TARRANT,32.73867428,-97.31729056,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16465914,B - SUSPECTED MINOR INJURY,2018-06-02,6,448,2018,SATURDAY,OUTSIDE CITY LIMITS,FORT BEND,29.6964328,-95.82479197,Yes,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16467992,B - SUSPECTED MINOR INJURY,2018-06-02,6,1800,2018,SATURDAY,LUBBOCK,LUBBOCK,33.52758434,-101.85304128,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",BLACK METAL FENCE
16469081,A - SUSPECTED SERIOUS INJURY,2018-06-02,6,1515,2018,SATURDAY,OUTSIDE CITY LIMITS,KENEDY,26.69485794,-97.76858552,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16451694,B - SUSPECTED MINOR INJURY,2018-06-03,6,2023,2018,SUNDAY,OUTSIDE CITY LIMITS,COMAL,29.95345554,-98.26108712,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16452131,C - POSSIBLE INJURY,2018-06-03,6,1618,2018,SUNDAY,OUTSIDE CITY LIMITS,FANNIN,33.54452562,-96.27328934,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16455901,C - POSSIBLE INJURY,2018-06-03,6,1605,2018,SUNDAY,OUTSIDE CITY LIMITS,BOSQUE,31.94740446,-97.89860604,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16461425,B - SUSPECTED MINOR INJURY,2018-06-03,6,1259,2018,SUNDAY,NAVASOTA,GRIMES,30.39639537,-96.08756165,No,"SMALL URBAN (5000-49,999)",FARM TO MARKET,NOT APPLICABLE,"5,000 - 9,999 POP",STOP SIGN
16469251,A - SUSPECTED SERIOUS INJURY,2018-06-03,6,558,2018,SUNDAY,CORPUS CHRISTI,NUECES,27.74548759,-97.40102989,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16473409,C - POSSIBLE INJURY,2018-06-03,6,220,2018,SUNDAY,CORPUS CHRISTI,NUECES,27.69819333,-97.37593763,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16449812,A - SUSPECTED SERIOUS INJURY,2018-06-04,6,119,2018,MONDAY,SOCORRO,EL PASO,31.65279857,-106.29679172,No,no data,CITY STREET,NOT APPLICABLE,"25,000 - 49,999 POP",GUARDRAIL DAMAGE
16455507,C - POSSIBLE INJURY,2018-06-04,6,1140,2018,MONDAY,OUTSIDE CITY LIMITS,CORYELL,no data,no data,Yes,no data,NON TRAFFICWAY,PRIVATE DRIVE OR ROAD,RURAL,NONE
16462660,C - POSSIBLE INJURY,2018-06-04,6,1433,2018,MONDAY,FORT WORTH,TARRANT,32.72085429,-97.28639245,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16454362,A - SUSPECTED SERIOUS INJURY,2018-06-05,6,2257,2018,TUESDAY,SAN ANTONIO,BEXAR,29.53651495,-98.48436231,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16456151,C - POSSIBLE INJURY,2018-06-05,6,1935,2018,TUESDAY,ARLINGTON,TARRANT,32.699042,-97.12300081,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16459389,B - SUSPECTED MINOR INJURY,2018-06-05,6,2144,2018,TUESDAY,LIVE OAK,BEXAR,29.56345128,-98.33772926,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16460110,K - FATAL INJURY,2018-06-05,6,2000,2018,TUESDAY,OUTSIDE CITY LIMITS,HARRISON,32.62859618,-94.40407231,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,PIPE FENCE
16466685,A - SUSPECTED SERIOUS INJURY,2018-06-05,6,1710,2018,TUESDAY,WEATHERFORD,PARKER,no data,no data,No,no data,NON TRAFFICWAY,IN A PARKING LOT,"25,000 - 49,999 POP",GOUGE IN CONCRETE WALL
16451044,C - POSSIBLE INJURY,2018-06-06,6,1052,2018,WEDNESDAY,HARKER HEIGHTS,BELL,31.07358113,-97.67994979,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16451133,K - FATAL INJURY,2018-06-06,6,921,2018,WEDNESDAY,HARKER HEIGHTS,BELL,31.07083701,-97.66985581,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY,"25,000 - 49,999 POP",NONE
16451734,C - POSSIBLE INJURY,2018-06-06,6,1722,2018,WEDNESDAY,HOUSTON,HARRIS,29.66419118,-95.46409458,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16452991,B - SUSPECTED MINOR INJURY,2018-06-06,6,1002,2018,WEDNESDAY,IRVING,DALLAS,no data,no data,No,no data,NON TRAFFICWAY,IN A PARKING LOT,"100,000 - 249,999 POP",NONE
16460517,A - SUSPECTED SERIOUS INJURY,2018-06-06,6,1706,2018,WEDNESDAY,EL PASO,EL PASO,31.77700484,-106.43016034,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16462422,N - NOT INJURED,2018-06-06,6,1945,2018,WEDNESDAY,FORT WORTH,TARRANT,32.72858452,-97.2486265,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16463023,C - POSSIBLE INJURY,2018-06-06,6,1745,2018,WEDNESDAY,CLUTE,BRAZORIA,29.01332496,-95.39599311,No,no data,CITY STREET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16845943,A - SUSPECTED SERIOUS INJURY,2018-06-06,6,1700,2018,WEDNESDAY,BRIDGE CITY,ORANGE,30.03946797,-93.87805004,No,"URBANIZED (50,000-199,999)",FARM TO MARKET,ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY,"5,000 - 9,999 POP",NONE
16454055,C - POSSIBLE INJURY,2018-06-07,6,530,2018,THURSDAY,HOUSTON,HARRIS,29.8015548,-95.43023807,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16454233,A - SUSPECTED SERIOUS INJURY,2018-06-07,6,1759,2018,THURSDAY,OUTSIDE CITY LIMITS,GALVESTON,no data,no data,Yes,no data,INTERSTATE,NOT APPLICABLE,RURAL,NONE
16460740,A - SUSPECTED SERIOUS INJURY,2018-06-07,6,125,2018,THURSDAY,WACO,MCLENNAN,31.58870338,-97.19735288,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16470393,C - POSSIBLE INJURY,2018-06-07,6,2030,2018,THURSDAY,OUTSIDE CITY LIMITS,SHELBY,31.82026207,-94.19183547,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16524983,B - SUSPECTED MINOR INJURY,2018-06-07,6,1920,2018,THURSDAY,OUTSIDE CITY LIMITS,HARRIS,29.90809977,-95.32796559,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
17900227,B - SUSPECTED MINOR INJURY,2018-06-07,6,2338,2018,THURSDAY,AUSTIN,TRAVIS,30.19729786,-97.78844089,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16456046,C - POSSIBLE INJURY,2018-06-08,6,1152,2018,FRIDAY,LAREDO,WEBB,27.43641183,-99.47515544,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16458285,A - SUSPECTED SERIOUS INJURY,2018-06-08,6,2030,2018,FRIDAY,BEAUMONT,JEFFERSON,30.12122551,-94.16579445,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16458849,A - SUSPECTED SERIOUS INJURY,2018-06-08,6,2156,2018,FRIDAY,FREEPORT (BRAZORIA),BRAZORIA,28.95652497,-95.35844312,No,no data,CITY STREET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16462168,99 - UNKNOWN,2018-06-08,6,2130,2018,FRIDAY,OUTSIDE CITY LIMITS,HAYS,29.94009712,-97.93545567,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16462313,A - SUSPECTED SERIOUS INJURY,2018-06-08,6,704,2018,FRIDAY,ALAMO,HIDALGO,26.18816892,-98.09995363,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16469565,K - FATAL INJURY,2018-06-08,6,1018,2018,FRIDAY,OUTSIDE CITY LIMITS,HAYS,30.1940569,-98.03711493,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16472747,B - SUSPECTED MINOR INJURY,2018-06-08,6,20,2018,FRIDAY,NEW BRAUNFELS,COMAL,29.73964033,-98.08484834,No,no data,CITY STREET,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16472809,B - SUSPECTED MINOR INJURY,2018-06-08,6,1836,2018,FRIDAY,ROSENBERG,FORT BEND,29.5236434,-95.81160582,No,no data,CITY STREET,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16457453,B - SUSPECTED MINOR INJURY,2018-06-09,6,1518,2018,SATURDAY,PARIS,LAMAR,33.73852684,-95.5467085,No,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16457803,B - SUSPECTED MINOR INJURY,2018-06-09,6,2005,2018,SATURDAY,OUTSIDE CITY LIMITS,HARRIS,29.92324705,-95.5558585,Yes,no data,TOLLWAY,NOT APPLICABLE,RURAL,NONE
16458516,B - SUSPECTED MINOR INJURY,2018-06-09,6,1812,2018,SATURDAY,AMARILLO,POTTER,35.20734406,-101.87575115,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16459794,B - SUSPECTED MINOR INJURY,2018-06-09,6,101,2018,SATURDAY,OUTSIDE CITY LIMITS,ARANSAS,28.10675773,-97.04539795,Yes,no data,FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16464829,A - SUSPECTED SERIOUS INJURY,2018-06-09,6,1010,2018,SATURDAY,OUTSIDE CITY LIMITS,VAN ZANDT,32.43785084,-95.72400932,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16470178,C - POSSIBLE INJURY,2018-06-09,6,117,2018,SATURDAY,ARANSAS PASS,SAN PATRICIO,27.89926386,-97.16054538,No,no data,CITY STREET,NOT APPLICABLE,"5,000 - 9,999 POP",NONE
16470217,A - SUSPECTED SERIOUS INJURY,2018-06-09,6,413,2018,SATURDAY,CORPUS CHRISTI,NUECES,27.7975561,-97.40867008,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",BARRIER
16470241,C - POSSIBLE INJURY,2018-06-09,6,2010,2018,SATURDAY,CORPUS CHRISTI,NUECES,27.72513519,-97.43790562,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16470397,A - SUSPECTED SERIOUS INJURY,2018-06-09,6,2245,2018,SATURDAY,OUTSIDE CITY LIMITS,SHELBY,31.86151435,-94.38097541,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16470905,B - SUSPECTED MINOR INJURY,2018-06-09,6,1929,2018,SATURDAY,IRVING,DALLAS,32.83720838,-96.97995393,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16473725,A - SUSPECTED SERIOUS INJURY,2018-06-09,6,1000,2018,SATURDAY,OUTSIDE CITY LIMITS,REAL,29.73990571,-99.60381704,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16474292,C - POSSIBLE INJURY,2018-06-09,6,2022,2018,SATURDAY,EL PASO,EL PASO,31.7954813,-106.35207202,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY,"250,000 POP AND OVER",NONE
16516673,A - SUSPECTED SERIOUS INJURY,2018-06-09,6,500,2018,SATURDAY,OUTSIDE CITY LIMITS,WICHITA,33.92922214,-98.60313266,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16458105,C - POSSIBLE INJURY,2018-06-10,6,151,2018,SUNDAY,EL PASO,EL PASO,31.74214312,-106.28448815,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16459655,B - SUSPECTED MINOR INJURY,2018-06-10,6,214,2018,SUNDAY,AUSTIN,TRAVIS,30.26582832,-97.78238012,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16459751,C - POSSIBLE INJURY,2018-06-10,6,1113,2018,SUNDAY,FORT WORTH,TARRANT,32.72080989,-97.53129461,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16459885,B - SUSPECTED MINOR INJURY,2018-06-10,6,1732,2018,SUNDAY,SAN ANTONIO,BEXAR,29.43917851,-98.47982442,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16460166,B - SUSPECTED MINOR INJURY,2018-06-10,6,1023,2018,SUNDAY,OUTSIDE CITY LIMITS,NACOGDOCHES,31.68009662,-94.66550444,Yes,"SMALL URBAN (5000-49,999)",US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16462474,99 - UNKNOWN,2018-06-10,6,1834,2018,SUNDAY,OUTSIDE CITY LIMITS,DENTON,33.14108685,-96.92119083,Yes,no data,CITY STREET,NOT APPLICABLE,RURAL,2 YELLOW AND BLACK CURVE SIGNS
16462797,A - SUSPECTED SERIOUS INJURY,2018-06-10,6,941,2018,SUNDAY,OUTSIDE CITY LIMITS,HAYS,30.03736055,-98.11554598,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16463430,B - SUSPECTED MINOR INJURY,2018-06-10,6,354,2018,SUNDAY,LUFKIN,ANGELINA,31.34088836,-94.73155596,No,"SMALL URBAN (5000-49,999)",US & STATE HIGHWAYS,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16464831,A - SUSPECTED SERIOUS INJURY,2018-06-10,6,1113,2018,SUNDAY,OUTSIDE CITY LIMITS,VAN ZANDT,32.41149721,-95.71956667,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16466513,C - POSSIBLE INJURY,2018-06-10,6,1432,2018,SUNDAY,OUTSIDE CITY LIMITS,COMAL,29.81499691,-98.29948954,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16466515,N - NOT INJURED,2018-06-10,6,1839,2018,SUNDAY,KATY,FORT BEND,29.77997197,-95.813325,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16466567,A - SUSPECTED SERIOUS INJURY,2018-06-10,6,945,2018,SUNDAY,LITTLE ELM,DENTON,33.16268893,-96.9613027,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16466656,B - SUSPECTED MINOR INJURY,2018-06-10,6,240,2018,SUNDAY,ABILENE,TAYLOR,32.45422444,-99.74126185,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16468987,A - SUSPECTED SERIOUS INJURY,2018-06-10,6,2114,2018,SUNDAY,OUTSIDE CITY LIMITS,POLK,30.73042507,-94.9127975,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16475129,A - SUSPECTED SERIOUS INJURY,2018-06-10,6,1958,2018,SUNDAY,BROWNWOOD,BROWN,31.73518182,-98.98208076,No,no data,CITY STREET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16459589,B - SUSPECTED MINOR INJURY,2018-06-11,6,559,2018,MONDAY,BAYTOWN,CHAMBERS,29.821581,-94.89901553,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16460180,B - SUSPECTED MINOR INJURY,2018-06-11,6,1237,2018,MONDAY,EULESS,TARRANT,32.82601043,-97.09968153,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16460668,B - SUSPECTED MINOR INJURY,2018-06-11,6,352,2018,MONDAY,SAN ANTONIO,BEXAR,29.44516516,-98.43239652,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16460795,B - SUSPECTED MINOR INJURY,2018-06-11,6,2025,2018,MONDAY,ALLEN,COLLIN,33.10536408,-96.67644692,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16463243,N - NOT INJURED,2018-06-11,6,2126,2018,MONDAY,SAN ANTONIO,BEXAR,29.36717498,-98.5574723,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER","CHAIN LINK FENCE DAMAGE, RECYCLE LID DAMAGE"
16473427,C - POSSIBLE INJURY,2018-06-11,6,1248,2018,MONDAY,OUTSIDE CITY LIMITS,BAILEY,34.24345113,-102.67110277,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16464871,A - SUSPECTED SERIOUS INJURY,2018-06-12,6,2020,2018,TUESDAY,GRAPEVINE,TARRANT,32.93204158,-97.04316791,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16465407,C - POSSIBLE INJURY,2018-06-12,6,2130,2018,TUESDAY,HOUSTON,HARRIS,29.74614881,-95.47080089,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",LIGHT POLE
16469269,A - SUSPECTED SERIOUS INJURY,2018-06-12,6,954,2018,TUESDAY,OUTSIDE CITY LIMITS,GRIMES,30.60346301,-96.16646968,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16474713,B - SUSPECTED MINOR INJURY,2018-06-12,6,829,2018,TUESDAY,LUBBOCK,LUBBOCK,33.62158992,-101.92274304,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16465022,B - SUSPECTED MINOR INJURY,2018-06-13,6,1020,2018,WEDNESDAY,FLOWER MOUND,DENTON,33.05314827,-97.07442198,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16465708,B - SUSPECTED MINOR INJURY,2018-06-13,6,1604,2018,WEDNESDAY,AMARILLO,POTTER,35.2221402,-101.86420153,No,"URBANIZED (50,000-199,999)",US & STATE HIGHWAYS,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16465865,B - SUSPECTED MINOR INJURY,2018-06-13,6,2041,2018,WEDNESDAY,OUTSIDE CITY LIMITS,KERR,30.00915915,-99.17281566,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16466114,B - SUSPECTED MINOR INJURY,2018-06-13,6,641,2018,WEDNESDAY,EL PASO,EL PASO,31.77337585,-106.25553489,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16469149,A - SUSPECTED SERIOUS INJURY,2018-06-13,6,1,2018,WEDNESDAY,LAKE JACKSON,BRAZORIA,29.04058495,-95.4369431,No,no data,COUNTY ROAD,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16475105,A - SUSPECTED SERIOUS INJURY,2018-06-13,6,838,2018,WEDNESDAY,KILLEEN,BELL,31.07610493,-97.68825565,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16524880,K - FATAL INJURY,2018-06-13,6,2326,2018,WEDNESDAY,AUSTIN,TRAVIS,30.27644478,-97.68857248,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",POWER POLE #254329
16471982,C - POSSIBLE INJURY,2018-06-14,6,1635,2018,THURSDAY,VOLENTE VILLAGE,TRAVIS,30.45797886,-97.91708578,Yes,no data,COUNTY ROAD,NOT APPLICABLE,"TOWN UNDER 2,499 POP",NONE
16472092,B - SUSPECTED MINOR INJURY,2018-06-14,6,1110,2018,THURSDAY,ABILENE,TAYLOR,32.41726445,-99.75049185,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16473026,A - SUSPECTED SERIOUS INJURY,2018-06-14,6,1230,2018,THURSDAY,AUSTIN,WILLIAMSON,30.46084973,-97.81994462,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16474496,B - SUSPECTED MINOR INJURY,2018-06-14,6,2330,2018,THURSDAY,DENTON,DENTON,33.19594973,-97.1354353,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16851843,A - SUSPECTED SERIOUS INJURY,2018-06-14,6,2025,2018,THURSDAY,SUNNYVALE,DALLAS,32.77785252,-96.51977209,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"5,000 - 9,999 POP",NONE
16473194,B - SUSPECTED MINOR INJURY,2018-06-15,6,2227,2018,FRIDAY,AUSTIN,TRAVIS,30.26073478,-97.69865247,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16474155,A - SUSPECTED SERIOUS INJURY,2018-06-15,6,555,2018,FRIDAY,OUTSIDE CITY LIMITS,LAMAR,33.69092654,-95.81706959,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16474156,B - SUSPECTED MINOR INJURY,2018-06-15,6,900,2018,FRIDAY,OUTSIDE CITY LIMITS,LAMAR,33.7963845,-95.80316288,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16469919,B - SUSPECTED MINOR INJURY,2018-06-16,6,118,2018,SATURDAY,TYLER,SMITH,32.29157093,-95.30269785,No,"URBANIZED (50,000-199,999)",US & STATE HIGHWAYS,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16471336,B - SUSPECTED MINOR INJURY,2018-06-16,6,926,2018,SATURDAY,OUTSIDE CITY LIMITS,WALLER,29.75655969,-95.98135807,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16473276,C - POSSIBLE INJURY,2018-06-16,6,1842,2018,SATURDAY,AUSTIN,TRAVIS,30.26738478,-97.74039246,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
