latitude,longitude,person_injury_severity
30.50309874,-99.95368226,A - SUSPECTED SERIOUS INJURY
29.46648321,-98.49751972,C - POSSIBLE INJURY
29.38763411,-98.48558028,A - SUSPECTED SERIOUS INJURY
30.25360561,-97.74387069,B - SUSPECTED MINOR INJURY
30.17402945,-97.83385995,A - SUSPECTED SERIOUS INJURY
27.50654479,-99.51036997,C - POSSIBLE INJURY
33.24813919,-96.78499837,C - POSSIBLE INJURY
no data,no data,B - SUSPECTED MINOR INJURY
30.34918591,-97.54233487,C - POSSIBLE INJURY
32.49172483,-95.15631478,B - SUSPECTED MINOR INJURY
30.77018747,-95.64050941,B - SUSPECTED MINOR INJURY
30.30872862,-95.36965595,N - NOT INJURED
30.47689399,-95.49564412,A - SUSPECTED SERIOUS INJURY
32.77301966,-97.31285153,C - POSSIBLE INJURY
32.38465253,-96.84501908,C - POSSIBLE INJURY
33.25363709,-97.16035245,C - POSSIBLE INJURY
31.88335386,-102.26978322,A - SUSPECTED SERIOUS INJURY
29.32276506,-98.43610306,C - POSSIBLE INJURY
35.17854106,-101.84856589,C - POSSIBLE INJURY
35.18403751,-101.93770264,B - SUSPECTED MINOR INJURY
32.43338618,-99.74808185,C - POSSIBLE INJURY
33.12977419,-96.79886255,B - SUSPECTED MINOR INJURY
32.49142065,-101.48933294,B - SUSPECTED MINOR INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.82006473,-94.9993561,C - POSSIBLE INJURY
32.92746216,-96.78273849,K - FATAL INJURY
33.7016038,-96.62298274,A - SUSPECTED SERIOUS INJURY
29.6904835,-95.04650286,A - SUSPECTED SERIOUS INJURY
32.35843722,-97.99477517,K - FATAL INJURY
31.93395789,-102.36133638,A - SUSPECTED SERIOUS INJURY
32.69276864,-95.07274101,B - SUSPECTED MINOR INJURY
33.01124544,-96.58751761,B - SUSPECTED MINOR INJURY
30.79609201,-97.56289767,A - SUSPECTED SERIOUS INJURY
30.70403587,-104.09927291,B - SUSPECTED MINOR INJURY
30.69450626,-96.91860955,B - SUSPECTED MINOR INJURY
33.03310656,-97.79924934,N - NOT INJURED
32.24689024,-94.35748622,B - SUSPECTED MINOR INJURY
33.13362906,-95.88792623,A - SUSPECTED SERIOUS INJURY
32.7869189,-97.28239937,A - SUSPECTED SERIOUS INJURY
33.0447336,-96.86409345,B - SUSPECTED MINOR INJURY
32.51512422,-95.42201896,C - POSSIBLE INJURY
31.69967451,-98.1244623,N - NOT INJURED
28.74241127,-97.21643138,K - FATAL INJURY
30.78363311,-97.8486161,B - SUSPECTED MINOR INJURY
30.26667807,-97.73427071,C - POSSIBLE INJURY
32.72909069,-97.1933031,K - FATAL INJURY
31.92702394,-102.18541045,B - SUSPECTED MINOR INJURY
29.47680833,-95.09836179,C - POSSIBLE INJURY
30.2094499,-97.77248352,B - SUSPECTED MINOR INJURY
29.72998224,-98.12048236,B - SUSPECTED MINOR INJURY
33.53015029,-101.90387318,B - SUSPECTED MINOR INJURY
31.98485912,-98.86185055,B - SUSPECTED MINOR INJURY
32.85500881,-96.97971074,B - SUSPECTED MINOR INJURY
32.89197282,-97.54053981,C - POSSIBLE INJURY
29.59670906,-95.41810237,A - SUSPECTED SERIOUS INJURY
26.18057485,-97.71276537,C - POSSIBLE INJURY
29.60436546,-95.20323468,K - FATAL INJURY
32.94589917,-94.88996101,K - FATAL INJURY
27.75765364,-98.08256503,A - SUSPECTED SERIOUS INJURY
32.73299302,-97.39774393,B - SUSPECTED MINOR INJURY
31.77545814,-97.12904428,A - SUSPECTED SERIOUS INJURY
31.08325116,-97.6441985,A - SUSPECTED SERIOUS INJURY
32.11649988,-102.84394209,C - POSSIBLE INJURY
29.73838068,-95.40198308,C - POSSIBLE INJURY
30.07945098,-94.16343082,B - SUSPECTED MINOR INJURY
29.10104084,-95.453157,C - POSSIBLE INJURY
30.32916647,-95.47652136,B - SUSPECTED MINOR INJURY
29.32472204,-98.56476579,99 - UNKNOWN
32.92839422,-96.51767263,A - SUSPECTED SERIOUS INJURY
33.36211849,-96.61905583,C - POSSIBLE INJURY
31.69969359,-97.54046125,C - POSSIBLE INJURY
27.4403754,-99.46696821,B - SUSPECTED MINOR INJURY
no data,no data,99 - UNKNOWN
30.74432276,-96.4576964,B - SUSPECTED MINOR INJURY
33.06915126,-96.68889632,B - SUSPECTED MINOR INJURY
29.44437497,-98.5295923,99 - UNKNOWN
33.22128571,-97.12492411,A - SUSPECTED SERIOUS INJURY
30.28543459,-95.33347173,C - POSSIBLE INJURY
30.01687626,-95.25802116,B - SUSPECTED MINOR INJURY
34.18518328,-101.73916295,C - POSSIBLE INJURY
30.94817877,-97.52676217,B - SUSPECTED MINOR INJURY
29.04961504,-98.07322424,B - SUSPECTED MINOR INJURY
32.59416206,-94.74464218,C - POSSIBLE INJURY
30.27771626,-95.40548838,C - POSSIBLE INJURY
33.45529401,-94.08560324,B - SUSPECTED MINOR INJURY
27.58216486,-99.48429,N - NOT INJURED
33.01414421,-96.73386257,B - SUSPECTED MINOR INJURY
35.26246655,-101.61884359,B - SUSPECTED MINOR INJURY
33.08314808,-96.6835795,C - POSSIBLE INJURY
29.75552297,-94.99443917,K - FATAL INJURY
31.46285703,-100.44406878,A - SUSPECTED SERIOUS INJURY
32.17190189,-101.47142743,A - SUSPECTED SERIOUS INJURY
32.8892703,-97.30692501,C - POSSIBLE INJURY
32.80286729,-96.92171997,B - SUSPECTED MINOR INJURY
29.17027395,-97.99509422,A - SUSPECTED SERIOUS INJURY
33.40263847,-94.07358305,B - SUSPECTED MINOR INJURY
28.52396943,-98.18488429,A - SUSPECTED SERIOUS INJURY
29.51856495,-98.5451723,C - POSSIBLE INJURY
32.6746864,-97.45928844,B - SUSPECTED MINOR INJURY
29.46721303,-98.87894314,C - POSSIBLE INJURY
32.17685266,-97.8314054,B - SUSPECTED MINOR INJURY
32.85851426,-97.37044505,B - SUSPECTED MINOR INJURY
30.3946984,-95.65418062,B - SUSPECTED MINOR INJURY
30.37288051,-97.72647695,C - POSSIBLE INJURY
33.47054055,-95.21610284,C - POSSIBLE INJURY
30.09045398,-93.75341545,A - SUSPECTED SERIOUS INJURY
32.56227434,-97.77169234,B - SUSPECTED MINOR INJURY
31.75660027,-106.49513831,C - POSSIBLE INJURY
29.7378307,-95.48309366,C - POSSIBLE INJURY
29.81497354,-95.37593494,B - SUSPECTED MINOR INJURY
30.21298224,-95.45672587,B - SUSPECTED MINOR INJURY
33.09103273,-96.82245255,B - SUSPECTED MINOR INJURY
30.20298597,-97.08306386,N - NOT INJURED
29.77776671,-95.38108834,B - SUSPECTED MINOR INJURY
32.46438584,-95.38514691,C - POSSIBLE INJURY
29.59875288,-98.42350748,B - SUSPECTED MINOR INJURY
29.31681868,-98.60839474,B - SUSPECTED MINOR INJURY
32.99158032,-96.57153035,A - SUSPECTED SERIOUS INJURY
30.25975747,-97.73685762,B - SUSPECTED MINOR INJURY
29.87669347,-95.03574939,N - NOT INJURED
33.12387603,-94.14904553,A - SUSPECTED SERIOUS INJURY
33.57794409,-101.88779661,N - NOT INJURED
29.48655237,-98.53496292,B - SUSPECTED MINOR INJURY
30.16125188,-97.83265938,C - POSSIBLE INJURY
30.23638479,-97.74720246,B - SUSPECTED MINOR INJURY
29.39617462,-98.51129186,K - FATAL INJURY
29.65943681,-95.33666021,A - SUSPECTED SERIOUS INJURY
31.81827936,-96.40015225,A - SUSPECTED SERIOUS INJURY
29.83127478,-95.28355311,B - SUSPECTED MINOR INJURY
30.39744335,-98.26422752,B - SUSPECTED MINOR INJURY
32.45643926,-94.65943017,B - SUSPECTED MINOR INJURY
29.28732961,-103.91067868,A - SUSPECTED SERIOUS INJURY
32.49350226,-94.16832613,A - SUSPECTED SERIOUS INJURY
30.44696692,-95.79307178,B - SUSPECTED MINOR INJURY
29.93886542,-95.36509783,K - FATAL INJURY
29.69789126,-97.05817279,A - SUSPECTED SERIOUS INJURY
31.80557246,-106.50316148,N - NOT INJURED
29.48617249,-98.22284689,C - POSSIBLE INJURY
33.20656728,-97.15394077,B - SUSPECTED MINOR INJURY
26.19592913,-98.2890002,C - POSSIBLE INJURY
35.82978692,-101.52167838,C - POSSIBLE INJURY
32.91497372,-96.50964623,A - SUSPECTED SERIOUS INJURY
30.86791462,-96.59518272,A - SUSPECTED SERIOUS INJURY
32.86899734,-96.65216462,B - SUSPECTED MINOR INJURY
29.61538261,-95.55710843,B - SUSPECTED MINOR INJURY
32.80234573,-97.43085522,A - SUSPECTED SERIOUS INJURY
32.83862951,-97.32126243,A - SUSPECTED SERIOUS INJURY
27.7674366,-97.38564212,B - SUSPECTED MINOR INJURY
33.14551871,-97.14724208,C - POSSIBLE INJURY
33.00298811,-96.70838189,K - FATAL INJURY
28.50563535,-99.83983646,C - POSSIBLE INJURY
33.22278379,-96.63484401,N - NOT INJURED
31.58498702,-97.17628095,C - POSSIBLE INJURY
30.53659311,-96.65259154,C - POSSIBLE INJURY
29.53626022,-98.68212503,A - SUSPECTED SERIOUS INJURY
30.69606654,-95.55436159,A - SUSPECTED SERIOUS INJURY
28.86956396,-97.00603751,C - POSSIBLE INJURY
30.62265617,-93.73356703,C - POSSIBLE INJURY
29.79445479,-95.3169431,C - POSSIBLE INJURY
29.7699969,-95.35153387,C - POSSIBLE INJURY
32.51072433,-97.31981119,B - SUSPECTED MINOR INJURY
29.20907,-98.81772224,K - FATAL INJURY
29.47068036,-94.97359066,B - SUSPECTED MINOR INJURY
33.11645419,-96.84089254,A - SUSPECTED SERIOUS INJURY
29.47570693,-98.08356403,B - SUSPECTED MINOR INJURY
29.73001911,-98.5129523,N - NOT INJURED
32.7515614,-97.21854456,B - SUSPECTED MINOR INJURY
30.39212369,-95.10266183,B - SUSPECTED MINOR INJURY
33.56980133,-96.23362732,N - NOT INJURED
30.31355475,-95.10650029,C - POSSIBLE INJURY
32.7780773,-96.52091442,B - SUSPECTED MINOR INJURY
29.77063961,-95.21354852,B - SUSPECTED MINOR INJURY
30.44458839,-96.52685857,A - SUSPECTED SERIOUS INJURY
29.30163407,-94.78608864,C - POSSIBLE INJURY
29.59185805,-98.58981362,N - NOT INJURED
31.54631815,-98.63407498,B - SUSPECTED MINOR INJURY
34.28670849,-99.7434096,A - SUSPECTED SERIOUS INJURY
30.24669983,-94.75902,C - POSSIBLE INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.65416728,-95.12493562,B - SUSPECTED MINOR INJURY
32.89250535,-96.65239953,C - POSSIBLE INJURY
27.50142715,-99.51724253,B - SUSPECTED MINOR INJURY
32.93100276,-96.83910255,B - SUSPECTED MINOR INJURY
30.33420694,-97.68534994,99 - UNKNOWN
29.20821834,-94.93667251,C - POSSIBLE INJURY
30.52194923,-94.39992918,A - SUSPECTED SERIOUS INJURY
33.13736418,-96.70728994,C - POSSIBLE INJURY
29.27008266,-94.82819431,A - SUSPECTED SERIOUS INJURY
29.25090462,-94.8712529,C - POSSIBLE INJURY
29.68017693,-98.14624434,B - SUSPECTED MINOR INJURY
35.0929393,-101.72307553,C - POSSIBLE INJURY
35.16153662,-101.89009596,B - SUSPECTED MINOR INJURY
32.53930351,-94.58912824,C - POSSIBLE INJURY
28.05364807,-97.06866215,B - SUSPECTED MINOR INJURY
26.18672877,-97.73100984,C - POSSIBLE INJURY
29.33276655,-94.93175782,C - POSSIBLE INJURY
30.15575658,-99.31409369,C - POSSIBLE INJURY
29.90779105,-98.41068046,B - SUSPECTED MINOR INJURY
32.97139951,-97.73228816,B - SUSPECTED MINOR INJURY
31.83931874,-96.2901646,B - SUSPECTED MINOR INJURY
30.611957,-96.291256,B - SUSPECTED MINOR INJURY
29.50126534,-98.28491208,B - SUSPECTED MINOR INJURY
35.13358407,-101.89190355,A - SUSPECTED SERIOUS INJURY
31.128904,-97.40043888,K - FATAL INJURY
29.5120899,-94.9918777,B - SUSPECTED MINOR INJURY
32.43484763,-94.82856322,N - NOT INJURED
29.75021481,-95.46723306,C - POSSIBLE INJURY
29.34254499,-98.5197052,B - SUSPECTED MINOR INJURY
33.06339057,-97.52115505,B - SUSPECTED MINOR INJURY
29.51244496,-98.65717227,B - SUSPECTED MINOR INJURY
29.28669488,-94.81738325,B - SUSPECTED MINOR INJURY
29.05075987,-95.45562878,A - SUSPECTED SERIOUS INJURY
30.12038038,-94.14854098,C - POSSIBLE INJURY
29.94187689,-97.02789123,C - POSSIBLE INJURY
30.23773009,-97.8218849,C - POSSIBLE INJURY
30.39179505,-97.7087002,B - SUSPECTED MINOR INJURY
29.75522529,-95.37469086,B - SUSPECTED MINOR INJURY
27.7069584,-97.36869181,K - FATAL INJURY
30.77247688,-97.62711637,C - POSSIBLE INJURY
26.3089756,-98.09417252,A - SUSPECTED SERIOUS INJURY
29.96132242,-95.57958657,C - POSSIBLE INJURY
26.17443513,-98.02072517,B - SUSPECTED MINOR INJURY
32.99237138,-96.66729851,N - NOT INJURED
29.52532496,-98.70044226,C - POSSIBLE INJURY
29.42898498,-98.68355227,B - SUSPECTED MINOR INJURY
26.26911457,-98.1714564,A - SUSPECTED SERIOUS INJURY
29.78476368,-98.79766548,B - SUSPECTED MINOR INJURY
32.21114098,-94.38294756,A - SUSPECTED SERIOUS INJURY
30.50069449,-97.58337578,B - SUSPECTED MINOR INJURY
30.22399478,-97.62703249,A - SUSPECTED SERIOUS INJURY
30.15611472,-95.45898305,N - NOT INJURED
30.39416824,-94.6256866,A - SUSPECTED SERIOUS INJURY
32.68684834,-97.0806425,B - SUSPECTED MINOR INJURY
32.90767505,-96.57690218,99 - UNKNOWN
30.18040947,-95.19915265,A - SUSPECTED SERIOUS INJURY
26.16427637,-97.68788309,N - NOT INJURED
30.29361477,-97.67784248,B - SUSPECTED MINOR INJURY
30.01503079,-97.72026063,A - SUSPECTED SERIOUS INJURY
30.68656322,-96.37517804,A - SUSPECTED SERIOUS INJURY
no data,no data,B - SUSPECTED MINOR INJURY
33.03664463,-97.05712789,B - SUSPECTED MINOR INJURY
25.91863373,-97.46016733,C - POSSIBLE INJURY
29.68238595,-99.0313208,B - SUSPECTED MINOR INJURY
32.51076243,-97.33086698,C - POSSIBLE INJURY
29.93681473,-95.5496266,N - NOT INJURED
29.40029707,-98.53422376,B - SUSPECTED MINOR INJURY
30.14121045,-96.28725422,B - SUSPECTED MINOR INJURY
29.10009269,-96.58996024,B - SUSPECTED MINOR INJURY
27.71266388,-97.40221325,C - POSSIBLE INJURY
35.17639406,-101.88744176,B - SUSPECTED MINOR INJURY
33.04072642,-96.872309,B - SUSPECTED MINOR INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.74534729,-94.94943735,B - SUSPECTED MINOR INJURY
31.39230274,-97.8106314,A - SUSPECTED SERIOUS INJURY
28.81845093,-97.81877899,B - SUSPECTED MINOR INJURY
28.72897767,-97.38651384,B - SUSPECTED MINOR INJURY
32.96851422,-96.81989087,A - SUSPECTED SERIOUS INJURY
33.18028922,-96.89429408,A - SUSPECTED SERIOUS INJURY
30.29323477,-97.74179246,C - POSSIBLE INJURY
32.54182788,-97.32521459,A - SUSPECTED SERIOUS INJURY
29.56322199,-98.59351228,C - POSSIBLE INJURY
33.44331703,-97.0456698,A - SUSPECTED SERIOUS INJURY
31.67040011,-106.24934332,B - SUSPECTED MINOR INJURY
32.45997416,-99.86794645,A - SUSPECTED SERIOUS INJURY
29.78343793,-95.40961683,B - SUSPECTED MINOR INJURY
35.19261919,-101.7783,A - SUSPECTED SERIOUS INJURY
29.37762228,-98.70717742,B - SUSPECTED MINOR INJURY
31.66594097,-106.30869814,B - SUSPECTED MINOR INJURY
30.31966176,-97.70712669,B - SUSPECTED MINOR INJURY
29.55981273,-95.69810495,K - FATAL INJURY
32.46565977,-97.44352014,N - NOT INJURED
30.67033854,-98.46057152,B - SUSPECTED MINOR INJURY
31.81053516,-106.46289871,N - NOT INJURED
31.77125452,-106.50960591,B - SUSPECTED MINOR INJURY
30.53679928,-97.57628625,A - SUSPECTED SERIOUS INJURY
30.18911466,-97.76793205,N - NOT INJURED
27.55923332,-99.45365816,C - POSSIBLE INJURY
32.92422395,-96.78134819,A - SUSPECTED SERIOUS INJURY
26.31310684,-98.24364683,A - SUSPECTED SERIOUS INJURY
29.41780582,-97.74279048,N - NOT INJURED
32.86217283,-96.89358409,A - SUSPECTED SERIOUS INJURY
30.75906763,-98.4698709,A - SUSPECTED SERIOUS INJURY
28.69780252,-97.3878812,A - SUSPECTED SERIOUS INJURY
31.58915986,-94.83658779,K - FATAL INJURY
30.61748953,-96.09585066,K - FATAL INJURY
30.37623978,-96.06723785,N - NOT INJURED
32.73819656,-97.48142864,C - POSSIBLE INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
30.05326794,-95.47668568,K - FATAL INJURY
27.78895137,-97.39951442,A - SUSPECTED SERIOUS INJURY
32.75782802,-96.26368883,K - FATAL INJURY
29.43309784,-98.50170503,99 - UNKNOWN
30.43720495,-97.68456105,99 - UNKNOWN
33.09282666,-96.81424622,B - SUSPECTED MINOR INJURY
30.81963567,-95.52420507,B - SUSPECTED MINOR INJURY
29.6253678,-95.28672358,A - SUSPECTED SERIOUS INJURY
32.99645422,-96.88239253,C - POSSIBLE INJURY
30.35215233,-97.73329915,C - POSSIBLE INJURY
33.14943619,-97.14193825,B - SUSPECTED MINOR INJURY
32.6776054,-97.06257008,C - POSSIBLE INJURY
32.84904735,-95.05131107,A - SUSPECTED SERIOUS INJURY
29.49722496,-98.5259623,C - POSSIBLE INJURY
30.17756093,-96.94072021,A - SUSPECTED SERIOUS INJURY
29.5729271,-98.62979122,99 - UNKNOWN
26.26026561,-98.24437249,C - POSSIBLE INJURY
27.55583538,-99.47827214,C - POSSIBLE INJURY
33.00413414,-97.22597227,N - NOT INJURED
32.83720252,-96.97662723,A - SUSPECTED SERIOUS INJURY
29.94041641,-95.65561179,C - POSSIBLE INJURY
32.77211687,-97.30677244,C - POSSIBLE INJURY
26.20062684,-98.27083785,K - FATAL INJURY
29.92451413,-95.30270105,A - SUSPECTED SERIOUS INJURY
29.77078578,-98.77952156,A - SUSPECTED SERIOUS INJURY
29.69098063,-95.52836345,B - SUSPECTED MINOR INJURY
29.01244458,-95.98837546,A - SUSPECTED SERIOUS INJURY
30.56090675,-96.05516392,A - SUSPECTED SERIOUS INJURY
30.08178759,-94.86260245,A - SUSPECTED SERIOUS INJURY
29.81407463,-95.37954012,B - SUSPECTED MINOR INJURY
30.12492042,-95.64913876,B - SUSPECTED MINOR INJURY
30.33383412,-96.04748836,B - SUSPECTED MINOR INJURY
31.41985055,-94.72316174,A - SUSPECTED SERIOUS INJURY
26.21895005,-98.26769493,B - SUSPECTED MINOR INJURY
29.8549553,-98.68741933,B - SUSPECTED MINOR INJURY
31.68282913,-106.30758611,B - SUSPECTED MINOR INJURY
32.8940342,-97.29005643,A - SUSPECTED SERIOUS INJURY
33.857777,-98.5367496,B - SUSPECTED MINOR INJURY
32.86803242,-96.62675588,99 - UNKNOWN
31.43321932,-100.4746381,C - POSSIBLE INJURY
30.39013643,-97.8897005,B - SUSPECTED MINOR INJURY
30.25151478,-97.74093246,B - SUSPECTED MINOR INJURY
29.05697495,-95.4382751,A - SUSPECTED SERIOUS INJURY
29.74188977,-97.8135842,C - POSSIBLE INJURY
32.93943355,-96.62299476,B - SUSPECTED MINOR INJURY
30.55245579,-97.81860011,K - FATAL INJURY
33.05648065,-97.52797643,A - SUSPECTED SERIOUS INJURY
29.89804452,-96.64759952,B - SUSPECTED MINOR INJURY
29.54211308,-95.7375573,B - SUSPECTED MINOR INJURY
32.96165811,-97.29850075,B - SUSPECTED MINOR INJURY
32.90371864,-96.87245254,A - SUSPECTED SERIOUS INJURY
28.81063505,-96.99454271,A - SUSPECTED SERIOUS INJURY
28.88807021,-95.78739525,B - SUSPECTED MINOR INJURY
30.51677202,-95.3041631,B - SUSPECTED MINOR INJURY
33.47174387,-96.09151697,C - POSSIBLE INJURY
29.61870552,-98.91586289,A - SUSPECTED SERIOUS INJURY
32.87865091,-96.62131126,B - SUSPECTED MINOR INJURY
31.14160049,-100.19876857,N - NOT INJURED
26.19421816,-98.18380669,B - SUSPECTED MINOR INJURY
27.66009574,-97.26537167,B - SUSPECTED MINOR INJURY
29.43963648,-98.48728862,B - SUSPECTED MINOR INJURY
29.4345062,-98.6466597,C - POSSIBLE INJURY
30.09563322,-95.9366706,B - SUSPECTED MINOR INJURY
30.16451097,-95.67295071,A - SUSPECTED SERIOUS INJURY
33.54543542,-96.84673317,B - SUSPECTED MINOR INJURY
31.50132059,-100.46027173,N - NOT INJURED
32.70845762,-97.1159388,B - SUSPECTED MINOR INJURY
30.06387759,-94.13457704,A - SUSPECTED SERIOUS INJURY
32.85049827,-97.14734924,B - SUSPECTED MINOR INJURY
no data,no data,N - NOT INJURED
32.73754339,-97.35312431,B - SUSPECTED MINOR INJURY
32.85017747,-97.16009182,B - SUSPECTED MINOR INJURY
32.38729572,-99.73997002,B - SUSPECTED MINOR INJURY
30.74186952,-98.29138272,B - SUSPECTED MINOR INJURY
32.94753436,-96.62049944,B - SUSPECTED MINOR INJURY
30.31008352,-97.84560637,B - SUSPECTED MINOR INJURY
27.75730299,-97.37767306,B - SUSPECTED MINOR INJURY
29.66531031,-95.02923443,A - SUSPECTED SERIOUS INJURY
29.81245233,-95.16334807,B - SUSPECTED MINOR INJURY
31.771501,-106.37728926,C - POSSIBLE INJURY
31.79356817,-106.36698174,B - SUSPECTED MINOR INJURY
30.31962938,-97.73917197,B - SUSPECTED MINOR INJURY
29.17248291,-99.85918029,B - SUSPECTED MINOR INJURY
33.67111235,-96.63917109,B - SUSPECTED MINOR INJURY
no data,no data,N - NOT INJURED
no data,no data,B - SUSPECTED MINOR INJURY
31.91466949,-102.76706208,A - SUSPECTED SERIOUS INJURY
27.88443525,-97.30339267,B - SUSPECTED MINOR INJURY
no data,no data,B - SUSPECTED MINOR INJURY
30.07526638,-95.22574643,C - POSSIBLE INJURY
29.75160493,-98.48623908,C - POSSIBLE INJURY
30.67147635,-98.45462784,B - SUSPECTED MINOR INJURY
29.72994106,-95.45676901,B - SUSPECTED MINOR INJURY
32.93981422,-96.78590593,B - SUSPECTED MINOR INJURY
32.66610403,-96.92001204,N - NOT INJURED
29.44363393,-98.47797409,B - SUSPECTED MINOR INJURY
32.908077,-96.45100586,B - SUSPECTED MINOR INJURY
33.61780315,-95.06581847,A - SUSPECTED SERIOUS INJURY
29.9744529,-99.11132483,B - SUSPECTED MINOR INJURY
29.68085444,-95.36619159,N - NOT INJURED
29.68085499,-95.36619944,N - NOT INJURED
29.96921149,-95.69766931,C - POSSIBLE INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
29.75465299,-95.37380127,C - POSSIBLE INJURY
32.59234598,-96.8224514,C - POSSIBLE INJURY
29.63016465,-98.44800454,C - POSSIBLE INJURY
35.24951654,-101.90359902,B - SUSPECTED MINOR INJURY
30.22832016,-95.26193252,B - SUSPECTED MINOR INJURY
28.87149012,-96.20960318,B - SUSPECTED MINOR INJURY
31.0427749,-97.46197707,C - POSSIBLE INJURY
29.39548171,-94.96106251,C - POSSIBLE INJURY
29.53412655,-98.38852084,A - SUSPECTED SERIOUS INJURY
33.11930474,-95.58616168,K - FATAL INJURY
29.60437312,-95.20324309,B - SUSPECTED MINOR INJURY
33.47595066,-101.97238596,B - SUSPECTED MINOR INJURY
30.18573647,-98.73808452,A - SUSPECTED SERIOUS INJURY
32.84363106,-96.26830553,A - SUSPECTED SERIOUS INJURY
29.57019079,-98.46109884,A - SUSPECTED SERIOUS INJURY
30.67296784,-96.35932476,N - NOT INJURED
29.57859145,-98.2180155,C - POSSIBLE INJURY
30.31249216,-95.22891254,C - POSSIBLE INJURY
29.60757461,-95.20673998,A - SUSPECTED SERIOUS INJURY
29.45948699,-98.46606343,B - SUSPECTED MINOR INJURY
32.80078427,-97.22119246,B - SUSPECTED MINOR INJURY
32.39601755,-98.87872816,A - SUSPECTED SERIOUS INJURY
28.71760588,-98.28377008,C - POSSIBLE INJURY
30.04910468,-98.83000458,A - SUSPECTED SERIOUS INJURY
32.53423483,-97.84941649,A - SUSPECTED SERIOUS INJURY
33.65026113,-101.99208107,A - SUSPECTED SERIOUS INJURY
33.02387063,-97.00690731,B - SUSPECTED MINOR INJURY
33.21907473,-96.71397274,B - SUSPECTED MINOR INJURY
29.43319686,-98.39916969,A - SUSPECTED SERIOUS INJURY
29.35651498,-98.44593233,N - NOT INJURED
29.2459397,-98.00702286,N - NOT INJURED
32.67614901,-94.80085964,B - SUSPECTED MINOR INJURY
31.91462292,-106.42484179,C - POSSIBLE INJURY
29.91946252,-93.95414971,A - SUSPECTED SERIOUS INJURY
30.84765411,-97.77283685,B - SUSPECTED MINOR INJURY
29.33499828,-94.93135955,B - SUSPECTED MINOR INJURY
33.09638596,-96.10983276,B - SUSPECTED MINOR INJURY
32.7128914,-97.06283508,B - SUSPECTED MINOR INJURY
27.22901007,-98.13742777,C - POSSIBLE INJURY
33.19408795,-97.12654559,C - POSSIBLE INJURY
30.81151022,-97.82331252,A - SUSPECTED SERIOUS INJURY
29.40089958,-98.70523276,B - SUSPECTED MINOR INJURY
29.36676098,-98.60071309,N - NOT INJURED
32.87604583,-96.47629688,B - SUSPECTED MINOR INJURY
32.44385147,-99.75811842,B - SUSPECTED MINOR INJURY
29.42871787,-98.72513728,C - POSSIBLE INJURY
32.75961842,-97.42319498,B - SUSPECTED MINOR INJURY
32.84338352,-96.73026437,B - SUSPECTED MINOR INJURY
29.66756006,-95.74759743,B - SUSPECTED MINOR INJURY
30.24081043,-97.73696763,N - NOT INJURED
30.20670706,-97.74042869,B - SUSPECTED MINOR INJURY
30.23364479,-97.79797245,B - SUSPECTED MINOR INJURY
32.11560494,-97.2514245,A - SUSPECTED SERIOUS INJURY
31.44818247,-96.07350491,A - SUSPECTED SERIOUS INJURY
31.09971476,-97.624808,B - SUSPECTED MINOR INJURY
29.97893481,-95.19123244,N - NOT INJURED
29.57799485,-95.80145944,A - SUSPECTED SERIOUS INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
33.86056409,-97.63463229,B - SUSPECTED MINOR INJURY
32.79343803,-98.08836544,A - SUSPECTED SERIOUS INJURY
32.96686422,-96.79636256,B - SUSPECTED MINOR INJURY
30.28778478,-97.74263246,B - SUSPECTED MINOR INJURY
28.43913387,-97.71197995,N - NOT INJURED
32.99395267,-96.50993138,A - SUSPECTED SERIOUS INJURY
29.84741478,-95.35436309,C - POSSIBLE INJURY
33.20914419,-97.13720246,B - SUSPECTED MINOR INJURY
30.18342145,-97.76836346,B - SUSPECTED MINOR INJURY
29.70435492,-98.63595227,N - NOT INJURED
31.74260484,-106.30526366,N - NOT INJURED
28.0254594,-97.0835622,B - SUSPECTED MINOR INJURY
29.35670725,-98.49684505,B - SUSPECTED MINOR INJURY
31.95684747,-106.58279074,A - SUSPECTED SERIOUS INJURY
33.57796612,-101.88190949,B - SUSPECTED MINOR INJURY
29.45354651,-96.94576362,C - POSSIBLE INJURY
32.57499511,-97.31942488,A - SUSPECTED SERIOUS INJURY
32.83418531,-97.20575246,B - SUSPECTED MINOR INJURY
33.10183566,-96.8145261,C - POSSIBLE INJURY
29.44055382,-98.37522126,A - SUSPECTED SERIOUS INJURY
32.58976885,-96.33460601,N - NOT INJURED
27.60951313,-99.45535561,B - SUSPECTED MINOR INJURY
33.33781168,-96.80992785,A - SUSPECTED SERIOUS INJURY
30.07921413,-93.97595868,N - NOT INJURED
28.09088037,-97.81062199,C - POSSIBLE INJURY
33.54701112,-94.04378968,B - SUSPECTED MINOR INJURY
29.78487885,-95.62816793,B - SUSPECTED MINOR INJURY
29.62950536,-95.23083095,N - NOT INJURED
29.39619614,-98.51577232,N - NOT INJURED
