person_age,person_gender,person_ethnicity,person_injury_severity,driver_license_class,person_age
32,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,32
68,1 - MALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,68
60,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,60
63,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,63
30,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,30
48,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,48
41,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,41
46,1 - MALE,H - HISPANIC,K - FATAL INJURY,CM - CLASS C AND M,46
54,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,54
63,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,63
32,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,32
23,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,23
56,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,56
18,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,18
34,1 - MALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,34
55,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,55
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
61,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,61
69,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,no data,69
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,25
18,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,18
23,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,23
35,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,35
24,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,24
18,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,18
62,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,62
71,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,71
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,25
40,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,40
47,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,47
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,33
58,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,58
65,1 - MALE,B - BLACK,K - FATAL INJURY,CM - CLASS C AND M,65
26,1 - MALE,W - WHITE,N - NOT INJURED,A - CLASS A,26
26,1 - MALE,W - WHITE,99 - UNKNOWN,C - CLASS C,26
40,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,40
47,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,B - CLASS B,47
29,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,29
26,1 - MALE,I - AMER. INDIAN/ALASKAN NATIVE,C - POSSIBLE INJURY,C - CLASS C,26
52,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,52
54,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,54
36,1 - MALE,H - HISPANIC,K - FATAL INJURY,CM - CLASS C AND M,36
56,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,56
64,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,64
31,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,31
25,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,25
54,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,54
56,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,56
28,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,28
67,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,67
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,23
39,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,39
no data,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,no data
29,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,29
33,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,5 - UNLICENSED,33
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,28
33,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,33
36,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,36
54,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,54
31,1 - MALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,31
24,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,24
21,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,21
36,1 - MALE,I - AMER. INDIAN/ALASKAN NATIVE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,36
45,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,45
26,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,26
32,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,32
36,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,36
no data,1 - MALE,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
61,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,61
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,25
46,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,46
63,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,63
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,50
20,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,20
27,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,27
24,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,24
20,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,20
22,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,22
40,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,40
47,1 - MALE,H - HISPANIC,N - NOT INJURED,A - CLASS A,47
35,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,35
42,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,42
35,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,35
22,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,22
29,1 - MALE,W - WHITE,C - POSSIBLE INJURY,A - CLASS A,29
25,1 - MALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,C - CLASS C,25
28,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,28
31,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,31
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,59
no data,1 - MALE,W - WHITE,99 - UNKNOWN,CM - CLASS C AND M,no data
32,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,32
67,1 - MALE,no data,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,67
21,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,21
45,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,45
42,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,42
39,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,A - CLASS A,39
52,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,52
23,1 - MALE,H - HISPANIC,K - FATAL INJURY,AM - CLASS A AND M,23
45,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,45
41,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,41
52,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,52
38,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,38
31,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,M - CLASS M,31
67,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,67
64,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,64
64,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,BM - CLASS B AND M,64
64,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,64
69,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,69
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,24
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,28
57,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,57
51,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,51
35,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,35
30,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,30
24,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,24
19,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,19
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,23
21,1 - MALE,98 - OTHER,C - POSSIBLE INJURY,CM - CLASS C AND M,21
30,2 - FEMALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,30
41,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,41
39,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,39
49,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,49
37,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,37
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,20
41,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,41
61,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,61
22,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,22
72,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,72
45,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,45
40,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,40
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,28
39,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,39
60,1 - MALE,H - HISPANIC,N - NOT INJURED,A - CLASS A,60
22,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,22
21,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,21
18,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,18
57,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,57
40,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,40
26,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,26
62,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,62
21,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,21
34,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,34
52,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,52
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,29
26,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,26
59,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,59
46,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,46
56,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,5 - UNLICENSED,56
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,23
24,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,24
66,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,66
61,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,61
50,2 - FEMALE,B - BLACK,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,50
27,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,27
29,1 - MALE,B - BLACK,N - NOT INJURED,A - CLASS A,29
60,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,60
31,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,31
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,21
32,1 - MALE,99 - UNKNOWN,C - POSSIBLE INJURY,5 - UNLICENSED,32
30,1 - MALE,B - BLACK,C - POSSIBLE INJURY,AM - CLASS A AND M,30
67,1 - MALE,W - WHITE,K - FATAL INJURY,AM - CLASS A AND M,67
44,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,44
54,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,54
52,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,52
26,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,26
48,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,48
29,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,29
32,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,32
33,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,33
32,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,32
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
33,2 - FEMALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,C - CLASS C,33
41,1 - MALE,W - WHITE,C - POSSIBLE INJURY,A - CLASS A,41
25,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,25
19,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,19
31,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,31
23,1 - MALE,A - ASIAN,K - FATAL INJURY,CM - CLASS C AND M,23
39,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,39
42,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,42
40,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,40
25,1 - MALE,W - WHITE,C - POSSIBLE INJURY,99 - UNKNOWN,25
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,23
52,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,52
56,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,BM - CLASS B AND M,56
29,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,29
19,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,19
26,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,26
31,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,31
43,1 - MALE,B - BLACK,N - NOT INJURED,A - CLASS A,43
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,24
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,21
50,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,50
49,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,49
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,28
69,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,69
34,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,34
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,50
23,2 - FEMALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,23
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,21
63,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,63
43,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,43
25,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,25
29,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,29
35,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,BM - CLASS B AND M,35
24,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,24
35,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,35
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,19
37,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,37
27,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,27
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,33
57,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,57
48,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,48
50,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,50
33,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,33
32,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,32
69,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,69
46,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,46
52,2 - FEMALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,52
24,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,24
46,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,46
38,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,38
47,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,47
23,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,23
39,1 - MALE,W - WHITE,99 - UNKNOWN,CM - CLASS C AND M,39
22,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,22
44,1 - MALE,W - WHITE,N - NOT INJURED,5 - UNLICENSED,44
36,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,36
53,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,53
40,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,40
19,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,19
67,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,67
34,1 - MALE,B - BLACK,K - FATAL INJURY,5 - UNLICENSED,34
21,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,21
49,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,49
48,1 - MALE,W - WHITE,K - FATAL INJURY,A - CLASS A,48
29,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,29
47,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,47
46,1 - MALE,W - WHITE,C - POSSIBLE INJURY,AM - CLASS A AND M,46
26,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,26
20,1 - MALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,20
18,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,18
47,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,47
25,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,25
53,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,99 - UNKNOWN,53
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,23
46,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,46
36,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,A - CLASS A,36
26,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,26
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,26
27,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,27
61,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,61
35,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,35
54,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,54
28,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,28
28,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,28
38,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,38
17,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,17
30,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,30
50,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,50
36,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,36
29,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,29
63,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,63
36,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,36
52,1 - MALE,99 - UNKNOWN,B - SUSPECTED MINOR INJURY,BM - CLASS B AND M,52
25,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,25
39,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,39
50,1 - MALE,H - HISPANIC,K - FATAL INJURY,C - CLASS C,50
56,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,56
49,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,49
26,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,26
61,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,61
37,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,37
36,1 - MALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,36
25,2 - FEMALE,99 - UNKNOWN,N - NOT INJURED,CM - CLASS C AND M,25
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,24
38,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,38
48,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,48
42,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,42
35,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,35
61,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,61
33,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,33
61,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,61
56,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,56
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,33
39,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,C - CLASS C,39
25,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,25
48,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,48
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,28
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,28
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,59
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,19
26,2 - FEMALE,B - BLACK,C - POSSIBLE INJURY,5 - UNLICENSED,26
no data,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,no data
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,no data,26
27,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,A - CLASS A,27
34,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,34
61,2 - FEMALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,61
50,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,50
24,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,24
57,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,57
66,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,66
28,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,28
