crash_id,person_age,charge,person_ethnicity,financial_responsibility_type,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,driver_license_endorsements,driver_drug_test_result,driver_license_state,driver_license_type,person_injury_severity
16664557,37,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-07,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16664790,26,"UNSAFE SPEED, DRIVING WHILE LICENSE INVALID",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-07,SUNDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,C - POSSIBLE INJURY
16667133,45,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY, NO CLASS M LICENSE",W - WHITE,no data,2018-10-07,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16668733,59,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-07,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16668918,27,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-10-07,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
16668802,33,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-10-08,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16669630,22,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-09,TUESDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16713435,42,NO CHARGES,W - WHITE,no data,2018-10-09,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16723626,28,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-10-20,SATURDAY,1 - MALE,99 - UNKNOWN IF WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17645181,26,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2018-10-20,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16711681,28,NO CHARGES,W - WHITE,no data,2018-10-21,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16714416,23,NO CHARGES,W - WHITE,no data,2018-10-21,SUNDAY,1 - MALE,99 - UNKNOWN IF WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16730198,56,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-21,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16713619,57,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2018-10-22,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16726307,31,NO CHARGES,B - BLACK,no data,2018-10-24,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,A - SUSPECTED SERIOUS INJURY
16717774,62,NO CHARGES,W - WHITE,no data,2018-10-26,FRIDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16711744,no data,NO CHARGES,W - WHITE,no data,2018-10-27,SATURDAY,1 - MALE,99 - UNKNOWN IF WORN,99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN
16712614,46,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2018-10-27,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16715795,73,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-27,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16716315,34,"NO DRIVER LICENSE WHEN UNLICENSED, OPERATE MOTORCYCLE WITHOUT APPROVED HEADGEAR, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY, DISPLAY EXPIRED LICENSE PLATES/REGISTRATION INSIGNIA",98 - OTHER,no data,2018-10-27,SATURDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,A - SUSPECTED SERIOUS INJURY
16723866,63,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-27,SATURDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16725192,35,NO CHARGES,A - ASIAN,1 - LIABILITY INSURANCE POLICY,2018-10-27,SATURDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16726313,33,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-27,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
16726393,24,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2018-10-27,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16727934,52,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2018-10-27,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16729149,45,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-10-27,SATURDAY,1 - MALE,1 - NOT WORN,BM - CLASS B AND M,DOUBLE/TRIPLE TRAILER,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,B - SUSPECTED MINOR INJURY
16711876,40,NO CHARGES,W - WHITE,no data,2018-10-28,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16713373,51,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,CA - CALIFORNIA,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16714958,52,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,2 - FEMALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16715021,23,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16715630,41,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,2 - FEMALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16721451,34,DRIVING WHILE INTOXICATED,W - WHITE,no data,2018-10-28,SUNDAY,2 - FEMALE,1 - NOT WORN,no data,NONE,99 - UNKNOWN,no data,no data,B - SUSPECTED MINOR INJURY
16721835,32,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16725036,68,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,LA - LOUISIANA,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16728132,60,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16733956,63,DRIVING WHILE INTOXICATED,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-10-28,SUNDAY,1 - MALE,1 - NOT WORN,AM - CLASS A AND M,"PASSENGER, TANK VEHICLE, DOUBLE/TRIPLE TRAILER",99 - UNKNOWN,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16736419,30,DWI-1ST. OFFENSE,W - WHITE,no data,2018-10-28,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16736537,48,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-28,SUNDAY,1 - MALE,99 - UNKNOWN IF WORN,98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,OK - OKLAHOMA,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16718956,41,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-10-29,MONDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16719114,46,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-10-29,MONDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
16713149,54,NO CHARGES,W - WHITE,no data,2018-10-30,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16715707,63,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-30,TUESDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16718760,32,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-10-30,TUESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16720068,23,"FAIL TO CONTROL SPEED, NO MOTOR CYCLE ENDORSEMENT",W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-10-30,TUESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16780857,56,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-10-30,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16715896,18,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-10-31,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16722613,34,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-31,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,AZ - ARIZONA,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16727684,55,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-10-31,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16735750,no data,NO CHARGES,99 - UNKNOWN,no data,2018-10-31,WEDNESDAY,99 - UNKNOWN,99 - UNKNOWN IF WORN,99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN
16737059,61,NO CHARGES,B - BLACK,no data,2018-10-31,WEDNESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16714506,69,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-01,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",no data,NONE,97 - NOT APPLICABLE,no data,no data,A - SUSPECTED SERIOUS INJURY
16715268,25,"DRIVING WHILE INTOXICATED, POSSESSION OF A CONTROLLED SUBSTANCE, PG1 1-4G, ASSAULT FAMILY VIOLENCE, IMPEDING BREATH, THEFT OF FIREARM, UNLAWFUL CARRYING OF A WEAPON, POSSESSION OF A CONTROLLED SUBSTANCE, PG3, <28G, EVADING ARREST IN A VEHICLE, FORT WORTH WARRANTS",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-01,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,1 - POSITIVE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16715914,18,FAIL TO DRIVE IN SINGLE LANE,A - ASIAN,2 - PROOF OF LIABILITY INSURANCE,2018-11-01,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16719192,23,"FT CONTROL SPEED, NO ENDORSEMENT M",H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-11-01,THURSDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16720820,35,NO CHARGES,A - ASIAN,2 - PROOF OF LIABILITY INSURANCE,2018-11-01,THURSDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16721844,24,NO CHARGES,B - BLACK,no data,2018-11-01,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
16722383,18,EVADING ARREST/DETENTION WITH A MOTOR VEHICLE,B - BLACK,no data,2018-11-01,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16716961,62,NO CHARGES,B - BLACK,no data,2018-11-02,FRIDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16717367,71,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-11-02,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16718454,25,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-11-02,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16718469,40,DRIVING WHILE LICENSE INVALID,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-11-02,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,A - SUSPECTED SERIOUS INJURY
16724921,47,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-02,FRIDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16725055,33,IMPROPER DRIVER LICENSE FOR TYPE OF VEHICLE,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-02,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16728111,58,"DRIVING WHILE INTOXICATED, UNSAFE SPEED, FAIL TO MAINTAIN FINANCIAL RESP, IMPROPER DRIVER LICENSE FOR TYPE VEHICLE",H - HISPANIC,no data,2018-11-02,FRIDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16729523,65,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2018-11-02,FRIDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
16731973,26,"FTMFR UVR, FAIL TO CONTROL SPEED, VIOLATION DL RESTRICTION  ( NO MC INDORCEMENT)",W - WHITE,no data,2018-11-02,FRIDAY,1 - MALE,1 - NOT WORN,A - CLASS A,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16732480,26,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-11-02,FRIDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,99 - UNKNOWN
16733971,40,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-02,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16998943,47,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-02,FRIDAY,1 - MALE,1 - NOT WORN,B - CLASS B,NONE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,A - SUSPECTED SERIOUS INJURY
16717650,29,"NO M ENDORSEMENT, FAIL TO CONTROL SPEED",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-11-03,SATURDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16717822,26,NO CHARGES,I - AMER. INDIAN/ALASKAN NATIVE,no data,2018-11-03,SATURDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16718568,52,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2018-11-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16719869,54,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16724228,36,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-11-03,SATURDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
16725085,56,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-11-03,SATURDAY,1 - MALE,99 - UNKNOWN IF WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16725860,64,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-11-03,SATURDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16726009,31,NO CHARGES,W - WHITE,no data,2018-11-03,SATURDAY,2 - FEMALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16727034,25,DWI,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,2 - NEGATIVE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16718315,54,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2018-11-04,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16718434,56,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16718727,28,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16720262,67,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16720327,23,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-11-04,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16720978,39,NO CHARGES,B - BLACK,no data,2018-11-04,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,A - SUSPECTED SERIOUS INJURY
16721066,no data,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,1 - NOT WORN,99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,B - SUSPECTED MINOR INJURY
16721127,29,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16724049,33,DRIVING WHILE INTOXICATED,H - HISPANIC,no data,2018-11-04,SUNDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,C - POSSIBLE INJURY
16726532,28,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16726570,33,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16727279,36,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16727685,54,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16733877,31,DRIVING WHILE INTOXICATED 2ND,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-11-04,SUNDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,99 - UNKNOWN,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
