,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity
3071,17906487.0,29,no charges,w - white,2020-10-10,saturday,1 - male,"2 - worn, damaged",98 - other/out of state,0,fl - florida,1 - driver license,b - suspected minor injury
3072,17906512.0,56,no charges,w - white,2020-10-10,saturday,2 - female,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,k - fatal injury
3073,17907130.0,61,unsafe speed,w - white,2020-10-10,saturday,2 - female,"2 - worn, damaged",98 - other/out of state,0,il - illinois,1 - driver license,n - not injured
3074,17907143.0,31,unsafe speed,w - white,2020-10-10,saturday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,fl - florida,1 - driver license,b - suspected minor injury
3075,17908824.0,51,fail to drive in single lane,w - white,2020-10-10,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
3076,17909697.0,29,no charges,w - white,2020-10-10,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3077,17911789.0,51,no charges,w - white,2020-10-10,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3078,17913260.0,40,no charges,w - white,2020-10-10,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
3079,17903321.0,53,no charges,w - white,2020-10-11,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3080,17903460.0,29,no charges,w - white,2020-10-11,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3081,17904012.0,33,no charges,w - white,2020-10-11,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3082,17904913.0,51,unsafe speed (txtrc 545.351),w - white,2020-10-11,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3083,17905234.0,38,no charges,h - hispanic,2020-10-11,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3084,17907732.0,48,no charges,b - black,2020-10-11,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3085,17909159.0,22,unsafe speed,a - asian,2020-10-11,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
3086,17909517.0,32,no charges,w - white,2020-10-11,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3087,17912833.0,39,no charges,h - hispanic,2020-10-11,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3088,17915072.0,27,no charges,h - hispanic,2020-10-11,sunday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
3089,17906508.0,29,driving while intoxicated,h - hispanic,2020-10-12,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3090,17906840.0,28,no charges,w - white,2020-10-12,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury
3091,17907521.0,49,no charges,w - white,2020-10-12,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3092,17907822.0,36,dwi,w - white,2020-10-12,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3093,17908144.0,20,no charges,w - white,2020-10-12,monday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
3094,17908628.0,18,no charges,w - white,2020-10-12,monday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3095,17909219.0,25,no charges,b - black,2020-10-12,monday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,az - arizona,1 - driver license,b - suspected minor injury
3097,17914493.0,38,"failed to alter course with safety, no dl, no motorcycle endorsement",w - white,2020-10-12,monday,1 - male,1 - not worn,a - class a,0,tx - texas,1 - driver license,a - suspected serious injury
3098,17912390.0,56,no charges,b - black,2020-10-13,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3099,17912559.0,41,no charges,w - white,2020-10-13,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3100,17913653.0,51,no charges,w - white,2020-10-13,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3101,17914250.0,66,no charges,w - white,2020-10-13,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3102,17914992.0,29,no charges,w - white,2020-10-13,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3103,17908796.0,72,failed to drive in single lane,h - hispanic,2020-10-14,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3104,17910580.0,37,"no insurance, driving while license invalid (dwli)",h - hispanic,2020-10-14,wednesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3105,17910650.0,27,no charges,h - hispanic,2020-10-14,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3106,17910846.0,20,no charges,h - hispanic,2020-10-14,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
3107,17912247.0,37,no charges,99 - unknown,2020-10-14,wednesday,1 - male,99 - unknown if worn,98 - other/out of state,0,mi - michigan,1 - driver license,b - suspected minor injury
3110,17911835.0,33,no charges,w - white,2020-10-15,thursday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ok - oklahoma,1 - driver license,b - suspected minor injury
3111,17912825.0,27,improper driver license for vehicle (mc),w - white,2020-10-15,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3112,17913166.0,41,no charges,w - white,2020-10-16,friday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3113,17913361.0,19,no charges,w - white,2020-10-16,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3114,17916743.0,40,no charges,w - white,2020-10-16,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3115,17914178.0,56,no charges,b - black,2020-10-17,saturday,1 - male,"2 - worn, damaged",a - class a,0,tx - texas,1 - driver license,a - suspected serious injury
3116,17914527.0,47,no charges,w - white,2020-10-17,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3117,17914717.0,53,unsafe speed,w - white,2020-10-17,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3118,17914750.0,61,no charges,w - white,2020-10-17,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3119,17916843.0,72,no charges,w - white,2020-10-17,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3120,17982189.0,28,no charges,h - hispanic,2020-10-17,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
3121,17915193.0,53,no charges,w - white,2020-10-18,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3122,17916268.0,49,no charges,w - white,2020-10-18,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3123,17916727.0,48,no charges,h - hispanic,2020-10-19,monday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
3124,17957860.0,67,no charges,w - white,2020-10-26,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3125,17971412.0,58,no charges,w - white,2020-10-30,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3126,18023051.0,38,no charges,b - black,2020-10-30,friday,1 - male,"2 - worn, damaged",bm - class b and m,1,tx - texas,1 - driver license,b - suspected minor injury
3127,17965702.0,41,no charges,h - hispanic,2020-10-31,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
3128,17960186.0,39,unsafe speed,w - white,2020-11-01,sunday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3129,17967070.0,37,driving while intoxicated -1st offense,w - white,2020-11-01,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3130,17967957.0,28,fail to drive in a single lane,w - white,2020-11-01,sunday,1 - male,1 - not worn,98 - other/out of state,0,ar - arkansas,1 - driver license,a - suspected serious injury
3131,17980259.0,29,no charges,h - hispanic,2020-11-01,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
3133,17957973.0,23,fail to control speed,b - black,2020-11-03,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3134,17958287.0,25,no charges,w - white,2020-11-03,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3135,17963378.0,69,no charges,w - white,2020-11-03,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3136,17959879.0,25,"improper driver license for type vehicle, fail to maintain financial responsibility",b - black,2020-11-04,wednesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3137,17961702.0,27,no charges,b - black,2020-11-04,wednesday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3138,17970401.0,23,no charges,h - hispanic,2020-11-04,wednesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
3139,17960169.0,38,no charges,w - white,2020-11-05,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3140,17977901.0,46,no charges,b - black,2020-11-05,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3141,17978927.0,44,no charges,h - hispanic,2020-11-05,thursday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3142,17956864.0,25,no charges,b - black,2020-11-06,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
3143,17963117.0,54,no charges,w - white,2020-11-06,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3144,17958743.0,40,unsafe speed,b - black,2020-11-07,saturday,2 - female,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3145,17960610.0,16,no charges,w - white,2020-11-07,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3146,17963935.0,59,no charges,w - white,2020-11-07,saturday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,k - fatal injury
3147,17964298.0,25,no charges,w - white,2020-11-07,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3148,17965180.0,52,no charges,w - white,2020-11-07,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
3149,17966409.0,41,no charges,h - hispanic,2020-11-07,saturday,1 - male,1 - not worn,a - class a,0,tx - texas,1 - driver license,a - suspected serious injury
3150,17968338.0,31,no charges,h - hispanic,2020-11-07,saturday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
3151,17968446.0,27,no charges,w - white,2020-11-07,saturday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3153,17980833.0,49,no charges,w - white,2020-11-07,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3154,17958241.0,23,no motor cycle endoresement,h - hispanic,2020-11-08,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3155,17958869.0,48,no charges,w - white,2020-11-08,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3156,17961888.0,47,evading,w - white,2020-11-08,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
3157,17963408.0,30,no charges,w - white,2020-11-08,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3158,17970008.0,63,unsafe speed,w - white,2020-11-08,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3159,17959971.0,73,no charges,w - white,2020-11-09,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury
3160,17968620.0,32,no charges,w - white,2020-11-09,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3161,17961769.0,39,no charges,h - hispanic,2020-11-10,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3162,17962556.0,31,no charges,w - white,2020-11-10,tuesday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,a - suspected serious injury
3163,17958063.0,31,54040009 - driving while intoxicated,w - white,2020-11-11,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3164,17958672.0,67,no charges,w - white,2020-11-11,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3165,17958822.0,63,no charges,w - white,2020-11-11,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3166,17958923.0,62,no charges,w - white,2020-11-11,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3167,17958939.0,53,no charges,w - white,2020-11-11,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,dc - district of columbia,1 - driver license,b - suspected minor injury
3168,17959062.0,32,driving while intoxicated,w - white,2020-11-11,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3169,17959287.0,30,no charges,w - white,2020-11-11,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3170,17961309.0,26,no charges,w - white,2020-11-11,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3171,17962159.0,52,no charges,w - white,2020-11-11,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3172,17964086.0,39,no charges,h - hispanic,2020-11-11,wednesday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,k - fatal injury
3173,17967614.0,31,unsafe speed,a - asian,2020-11-11,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3174,17967904.0,30,unsafe speed,w - white,2020-11-11,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3175,17968560.0,24,unsafe speed,w - white,2020-11-11,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3176,17958381.0,41,no charges,w - white,2020-11-12,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3177,17959081.0,36,failed to control speed,h - hispanic,2020-11-12,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3178,17959415.0,17,no charges,w - white,2020-11-12,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3179,17959513.0,38,no charges,b - black,2020-11-12,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3180,17961866.0,43,no charges,b - black,2020-11-12,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3181,17967191.0,62,no charges,w - white,2020-11-12,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
3182,17973547.0,22,no charges,h - hispanic,2020-11-12,thursday,2 - female,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3183,17980010.0,22,no charges,w - white,2020-11-12,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3184,17960548.0,23,no charges,w - white,2020-11-13,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3185,17961434.0,42,"no liability insurance, no operators license, expired registration 2013",h - hispanic,2020-11-13,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3186,17962288.0,44,evading arrest detention w/vehicle,b - black,2020-11-13,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3187,17964714.0,25,no charges,b - black,2020-11-13,friday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
3188,17965398.0,69,no charges,w - white,2020-11-13,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3189,17975422.0,77,no charges,w - white,2020-11-13,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3190,17979912.0,45,no charges,h - hispanic,2020-11-13,friday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,k - fatal injury
3192,17963415.0,62,unsafe speed (txtrc 545.351),w - white,2020-11-14,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3193,17964307.0,39,no charges,w - white,2020-11-14,saturday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3194,17964437.0,57,no charges,w - white,2020-11-14,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3195,17965313.0,34,unsafe speed (txtrc 545.351),w - white,2020-11-14,saturday,1 - male,1 - not worn,98 - other/out of state,0,tn - tennessee,1 - driver license,b - suspected minor injury
3196,17968540.0,53,no charges,w - white,2020-11-14,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury
3197,17969673.0,22,no charges,h - hispanic,2020-11-14,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3198,17971450.0,39,no charges,w - white,2020-11-14,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,n - not injured
3199,17971626.0,36,driving while intoxicated 1st offense,w - white,2020-11-14,saturday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
3200,17974803.0,61,no charges,h - hispanic,2020-11-14,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3201,,,,,,,,,,,,,
3202,17961936.0,54,no charges,b - black,2020-11-15,sunday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury
3203,17962763.0,23,"evading w/vehicle, driving while intoxicated",w - white,2020-11-15,sunday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3204,17964080.0,24,no motor cycle endoresement,h - hispanic,2020-11-15,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3205,17964761.0,18,no charges,a - asian,2020-11-15,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
3206,17965159.0,37,no charges,w - white,2020-11-15,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3207,17965752.0,39,no charges,w - white,2020-11-15,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
3208,17969317.0,50,no charges,w - white,2020-11-15,sunday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
3209,17970443.0,64,no charges,w - white,2020-11-15,sunday,1 - male,"4 - worn, unk damage",bm - class b and m,1,tx - texas,1 - driver license,b - suspected minor injury
3210,17971212.0,25,unsafe speed,w - white,2020-11-15,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3211,17971360.0,24,unsafe speed,b - black,2020-11-15,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
3212,17971410.0,26,unsafe speed,w - white,2020-11-15,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
3213,17971417.0,46,no charges,w - white,2020-11-15,sunday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3214,17972109.0,43,no charges,b - black,2020-11-15,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3215,17974237.0,76,no charges,w - white,2020-11-15,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
3216,17974712.0,24,unsafe speed,w - white,2020-11-15,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ca - california,1 - driver license,a - suspected serious injury
3217,17976047.0,25,"fail to maintain financial responsibility, wrong type of driver license for vehicle (motorcycle)",w - white,2020-11-15,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
3218,17979628.0,70,unsafe speed,w - white,2020-11-15,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3219,17965052.0,36,no charges,b - black,2020-11-16,monday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
3220,17966176.0,57,no charges,w - white,2020-11-16,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3221,17966208.0,51,no charges,w - white,2020-11-16,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3222,17966953.0,43,no charges,b - black,2020-11-16,monday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
3223,17980502.0,34,no charges,w - white,2020-11-16,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
3224,17967184.0,28,no charges,h - hispanic,2020-11-17,tuesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3225,17973267.0,66,no charges,h - hispanic,2020-11-17,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3226,17970240.0,31,no charges,w - white,2020-11-18,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3227,17970626.0,28,no charges,b - black,2020-11-18,wednesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
3228,17973588.0,35,no charges,w - white,2020-11-18,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3229,17973995.0,53,no charges,w - white,2020-11-18,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3230,17971658.0,28,no charges,a - asian,2020-11-19,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3231,17977202.0,70,no charges,w - white,2020-11-19,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3232,17978516.0,69,no charges,w - white,2020-11-19,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3233,17979866.0,56,no charges,99 - unknown,2020-11-19,thursday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury
3234,17972026.0,38,no charges,h - hispanic,2020-11-20,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3235,17974026.0,43,no charges,w - white,2020-11-20,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3236,17974756.0,57,no driver license,w - white,2020-11-20,friday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
3237,17975178.0,46,no charges,h - hispanic,2020-11-20,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3238,17975365.0,63,no charges,w - white,2020-11-20,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3239,17977210.0,20,no charges,h - hispanic,2020-11-20,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
3240,17977453.0,35,"expired driver license, fail to maintain financial responsibility w/ previous convic, operate motorcycle without app. headgear",w - white,2020-11-20,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3241,17973806.0,46,no charges,w - white,2020-11-21,saturday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3242,17974470.0,46,no charges,w - white,2020-11-21,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3243,17974833.0,51,no charges,w - white,2020-11-21,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3244,17979577.0,81,no charges,w - white,2020-11-21,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3245,17974313.0,51,no charges,w - white,2020-11-22,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3247,17975825.0,39,no charges,h - hispanic,2020-11-22,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3248,17975932.0,70,no charges,w - white,2020-11-22,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3249,17977450.0,22,no charges,w - white,2020-11-22,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3250,17977864.0,25,no charges,w - white,2020-11-22,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
3251,17977971.0,60,no charges,w - white,2020-11-22,sunday,2 - female,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
3252,17978930.0,22,"fail to maintain financial responsibility  trc. 601.191, no mc license",w - white,2020-11-22,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
3253,17980237.0,60,unsafe speed,w - white,2020-11-22,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
3254,17982420.0,,no charges,w - white,2020-11-22,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
