,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity_x,license_plate_state_x,vehicle_body_style_x,vehicle_color_x,vehicle_defect_1_x,vehicle_make_x,vehicle_model_name_x
1729,17255723.0,22.0,no charges,w - white,2019-08-22,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,flhc (harley-davidson)
1730,17260717.0,35.0,no charges,w - white,2019-08-22,thursday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,12 - defective or slick tires,harley-davidson,flhc (harley-davidson)
1731,17260309.0,57.0,operation of vehicle with expired license plate,w - white,2019-08-23,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,victory motorcycles,v92 (victory motorcycles)
1732,17249479.0,54.0,no charges,w - white,2019-08-24,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,dt200 (yamaha)
1733,17249692.0,30.0,no charges,w - white,2019-08-24,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fld (harley-davidson)
1734,17249930.0,26.0,no charges,w - white,2019-08-24,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,suzuki,dr750 (suzuki)
1735,17250256.0,28.0,no charges,w - white,2019-08-24,saturday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxd (harley-davidson)
1736,17251260.0,52.0,"fail to drive in a single lane, no driver license when unlicensed-not cdl",w - white,2019-08-24,saturday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,unknown (honda)
1737,17256450.0,30.0,no charges,a - asian,2019-08-24,saturday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,kymco usa inc,compagno (kymco usa inc)
1738,17256819.0,37.0,no charges,h - hispanic,2019-08-24,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,,,harley-davidson,xlh1100 (harley-davidson)
1739,17258102.0,67.0,no charges,w - white,2019-08-24,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,gl1100 (honda)
1740,17258528.0,36.0,driving while intoxicated-first offense,w - white,2019-08-24,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,grn - green,,kawasaki,vn800 (kawasaki)
1741,17260680.0,58.0,unsafe speed,w - white,2019-08-24,saturday,1 - male,"2 - worn, damaged",98 - other/out of state,0,cd - canada,1 - driver license,a - suspected serious injury,cd - canada,mc - motorcycle,grn - green,,victory motorcycles,unknown (victory motorcycles)
1742,17250543.0,43.0,dwi,h - hispanic,2019-08-25,sunday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xl883 (harley-davidson)
1743,17252968.0,51.0,no charges,w - white,2019-08-25,sunday,1 - male,99 - unknown if worn,,0,,,a - suspected serious injury,,mc - motorcycle,red - red,,triumph motorcycle,bonneville (triumph motorcycle)
1744,17254124.0,47.0,no charges,w - white,2019-08-25,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,yamaha,unknown (yamaha)
1745,17254125.0,50.0,no charges,w - white,2019-08-25,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fld (harley-davidson)
1746,17254135.0,64.0,no motor cycle endoresement,h - hispanic,2019-08-25,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,,harley-davidson,unknown (harley-davidson)
1747,17255492.0,28.0,no charges,w - white,2019-08-25,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,xlh1100 (harley-davidson)
1748,17255591.0,71.0,no charges,h - hispanic,2019-08-25,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,ar50 (kawasaki)
1749,17258529.0,24.0,no charges,h - hispanic,2019-08-25,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,,ktm,390 (ktm)
1750,17252158.0,65.0,improper driver license for type - motorcylce,w - white,2019-08-26,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxrs (harley-davidson)
1751,17254533.0,20.0,no charges,w - white,2019-08-26,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,triumph motorcycle,unknown (triumph motorcycle)
1752,17254551.0,32.0,no motorcycle license,h - hispanic,2019-08-26,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flt (harley-davidson)
1753,17255309.0,36.0,no charges,w - white,2019-08-26,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1754,17255257.0,50.0,no charges,w - white,2019-08-27,tuesday,2 - female,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,fls (harley-davidson)
1755,17256991.0,51.0,no charges,w - white,2019-08-27,tuesday,2 - female,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1756,17258293.0,29.0,"no motorcycle license, fail to maintain financial responsibility",w - white,2019-08-27,tuesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,cbr300 (honda)
1757,17259535.0,38.0,no charges,w - white,2019-08-27,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1758,17257431.0,46.0,no charges,h - hispanic,2019-08-28,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,fls (harley-davidson)
1759,17257692.0,53.0,drivers license-code m,w - white,2019-08-28,wednesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gld - gold,,harley-davidson,unknown (harley-davidson)
1760,17257705.0,70.0,fail to control speed,w - white,2019-08-28,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,yel - yellow,,suzuki,m50 (suzuki)
1761,17258000.0,25.0,no motorcycle endorsement,w - white,2019-08-28,wednesday,2 - female,1 - not worn,98 - other/out of state,0,fl - florida,1 - driver license,b - suspected minor injury,fl - florida,mc - motorcycle,blu - blue,,suzuki,vs1400 (suzuki)
1762,17258291.0,41.0,no charges,w - white,2019-08-28,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,kawasaki,er650 (kawasaki)
1763,17259894.0,46.0,unsafe speed,w - white,2019-08-29,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,vt1100 (honda)
1764,17261160.0,29.0,no charges,b - black,2019-08-30,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,vt600 (honda)
1765,17302638.0,31.0,no charges,w - white,2019-09-04,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,10 - defective or no vehicle brakes,harley-davidson,flhtcui (harley-davidson)
1766,17304124.0,26.0,no charges,w - white,2019-09-06,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx-r600 (suzuki)
1767,17303030.0,44.0,no charges,w - white,2019-09-07,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdf (harley-davidson)
1768,17308101.0,60.0,no charges,w - white,2019-09-10,tuesday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,bro - brown,,unknown,unknown (unknown)
1769,17311503.0,39.0,no charges,w - white,2019-09-12,thursday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,mar - maroon,,suzuki,m109r / vzr1800 (suzuki)
1770,17301857.0,50.0,no charges,w - white,2019-09-13,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1771,17302786.0,55.0,improper driver license for type vehicle,w - white,2019-09-13,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,vtx1300 (honda)
1772,17308289.0,46.0,no charges,w - white,2019-09-13,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxd (harley-davidson)
1773,17306019.0,45.0,unsafe speed,w - white,2019-09-14,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxcw (harley-davidson)
1774,17310057.0,69.0,no charges,h - hispanic,2019-09-14,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,indian motorcycle co.,chieftain (indian motorcycle co.)
1775,17314658.0,33.0,no charges,w - white,2019-09-14,saturday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,suzuki,dr750 (suzuki)
1776,17315144.0,27.0,unsafe speed,w - white,2019-09-14,saturday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,fxd (harley-davidson)
1777,17302945.0,23.0,"unsafe speed, improper dl for type vehicle (mc)",w - white,2019-09-15,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,honda,cbr600 (honda)
1778,17305524.0,45.0,no charges,w - white,2019-09-15,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,xl1200 (harley-davidson)
1779,17305027.0,28.0,no charges,w - white,2019-09-17,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxe (harley-davidson)
1780,17302177.0,25.0,no charges,w - white,2019-09-18,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ia - iowa,1 - driver license,b - suspected minor injury,ia - iowa,mc - motorcycle,gry - gray,,yamaha,mt10 (yamaha)
1781,17304779.0,23.0,no charges,b - black,2019-09-18,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,other (explain in narrative),other (explain in narrative) (other (explain in narrative))
1782,17307755.0,42.0,no charges,w - white,2019-09-18,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdwgi (harley-davidson)
1783,17309466.0,53.0,no charges,w - white,2019-09-18,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhs (harley-davidson)
1784,17302263.0,30.0,no charges,w - white,2019-09-19,thursday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,flstc (harley-davidson)
1785,17303707.0,34.0,driving while intoxicated,b - black,2019-09-19,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mul - multicolored,,suzuki,unknown (suzuki)
1786,17305792.0,31.0,no charges,h - hispanic,2019-09-19,thursday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,xl1200 (harley-davidson)
1787,17316067.0,51.0,fail to control speed,w - white,2019-09-19,thursday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,cbr1000 (honda)
1788,17301932.0,36.0,no charges,b - black,2019-09-20,friday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,honda,gl1100 (honda)
1789,17303727.0,24.0,no charges,h - hispanic,2019-09-20,friday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,yel - yellow,,honda,cmx250 (honda)
1790,17308077.0,56.0,no charges,w - white,2019-09-20,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,kymco usa inc,unknown (kymco usa inc)
1791,17311942.0,66.0,no charges,h - hispanic,2019-09-20,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flstc (harley-davidson)
1792,17318592.0,31.0,fail to report injury accident at once to proper authorities,w - white,2019-09-20,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,vfr750 (honda)
1793,17323219.0,21.0,"no drivers license, fmfr, evading arrest/detention with a vehicle",w - white,2019-09-20,friday,1 - male,"4 - worn, unk damage",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx600 (suzuki)
1794,17301532.0,68.0,no charges,w - white,2019-09-21,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flstc (harley-davidson)
1795,17303959.0,40.0,no charges,b - black,2019-09-21,saturday,1 - male,"4 - worn, unk damage",a - class a,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,flt (harley-davidson)
1796,17305139.0,44.0,"fail to control speed (3050), expired registration (3656)",h - hispanic,2019-09-21,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdbi (harley-davidson)
1797,17306256.0,41.0,no charges,b - black,2019-09-21,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,k - fatal injury,tx - texas,mc - motorcycle,red - red,,yamaha,unknown (yamaha)
1798,17307485.0,69.0,no charges,b - black,2019-09-21,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,whi - white,,honda,vfr750 (honda)
1799,17307927.0,22.0,no charges,w - white,2019-09-21,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,kawasaki,ex400 (kawasaki)
1800,17308293.0,35.0,no charges,b - black,2019-09-21,saturday,1 - male,1 - not worn,a - class a,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,unknown (yamaha)
1801,17317039.0,62.0,no charges,w - white,2019-09-21,saturday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson)
1802,17318274.0,28.0,no charges,b - black,2019-09-21,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,honda,cbr600 (honda)
1803,17320029.0,67.0,no charges,h - hispanic,2019-09-21,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,unknown (harley-davidson)
1804,17301612.0,23.0,no charges,w - white,2019-09-22,sunday,2 - female,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,vespa,px (vespa)
1805,17301693.0,28.0,"fail to control speed, no m endorsement",w - white,2019-09-22,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flsl (harley-davidson)
1806,17304296.0,22.0,no charges,w - white,2019-09-22,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,,,yamaha,mt10 (yamaha)
1807,17306011.0,25.0,dwi 1st offense,w - white,2019-09-22,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,hyosung,gt250 (hyosung)
1808,17307514.0,58.0,no charges,w - white,2019-09-22,sunday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1809,17309559.0,48.0,no charges,a - asian,2019-09-22,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,bmw,unknown (bmw)
1810,17319176.0,29.0,no charges,w - white,2019-09-22,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ne - nebraska,1 - driver license,b - suspected minor injury,ne - nebraska,mc - motorcycle,blk - black,,suzuki,gsx-r750 (suzuki)
1811,17322089.0,38.0,no charges,h - hispanic,2019-09-22,sunday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,all other makes,unknown (all other makes)
1812,17304228.0,21.0,failed to maintain financial responsibility,w - white,2019-09-23,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xl883 (harley-davidson)
1813,17305357.0,35.0,no charges,i - amer. indian/alaskan native,2019-09-23,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1814,17310117.0,32.0,no charges,w - white,2019-09-23,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,honda,xl100 (honda)
1815,17318727.0,19.0,"unsafe speed, disregard no passing zone, fail to maintain financial responsibility, violate non cdl endorsement, operate unregistered vehicle",w - white,2019-09-23,monday,1 - male,1 - not worn,98 - other/out of state,0,co - colorado,1 - driver license,b - suspected minor injury,co - colorado,mc - motorcycle,blk - black,,kawasaki,ex300 (kawasaki)
1816,17306394.0,41.0,no charges,w - white,2019-09-24,tuesday,2 - female,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx-r600 (suzuki)
1817,17306559.0,20.0,no charges,h - hispanic,2019-09-24,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,kaf400 (kawasaki)
1818,17309674.0,71.0,no charges,w - white,2019-09-24,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,suzuki,unknown (suzuki)
1819,17317177.0,35.0,no charges,h - hispanic,2019-09-24,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1820,17323169.0,58.0,dwi-2nd offense,w - white,2019-09-24,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,flhtcu (harley-davidson)
1821,17307657.0,22.0,"failed to control speed, drove motorcycle without class m, failed to change address",w - white,2019-09-25,wednesday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,cb600 (honda)
1822,17308127.0,22.0,no charges,w - white,2019-09-25,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,kawasaki,ex650 (kawasaki)
1823,17310383.0,31.0,"fail to control speed, no driver's license (when unlicensed), operation of vehicle with expired license plate, operate motorcycle w/o approved headgear",w - white,2019-09-25,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,indian motorcycle co.,scout (indian motorcycle co.)
1824,17311018.0,70.0,no charges,w - white,2019-09-25,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,flhtcutg (harley-davidson)
1825,17311883.0,42.0,no charges,w - white,2019-09-25,wednesday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,flhtcu (harley-davidson)
1826,17315181.0,21.0,no charges,a - asian,2019-09-25,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx1250 (suzuki)
1827,17317351.0,25.0,no charges,w - white,2019-09-25,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,la - louisiana,1 - driver license,k - fatal injury,la - louisiana,mc - motorcycle,blu - blue,,yamaha,it250 (yamaha)
1828,17311494.0,36.0,no charges,h - hispanic,2019-09-26,thursday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1829,17322742.0,26.0,drive wrong way on one-way roadway,w - white,2019-09-26,thursday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,fls (harley-davidson)
1830,17371089.0,18.0,no charges,w - white,2019-09-26,thursday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,bn125 (kawasaki)
1831,17312897.0,27.0,no insurance,h - hispanic,2019-09-27,friday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury,,mc - motorcycle,blu - blue,12 - defective or slick tires,suzuki,gs1000 (suzuki)
1832,17319305.0,38.0,no charges,w - white,2019-09-27,friday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,honda,vt1100 (honda)
1833,17319630.0,49.0,no charges,w - white,2019-09-27,friday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ar - arkansas,1 - driver license,b - suspected minor injury,ar - arkansas,mc - motorcycle,red - red,,suzuki,gsx600 (suzuki)
1834,17322227.0,23.0,no charges,h - hispanic,2019-09-27,friday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,honda,cbr1000 (honda)
1835,17323873.0,70.0,no charges,w - white,2019-09-27,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,honda,unknown (honda)
1836,17313595.0,27.0,no charges,w - white,2019-09-28,saturday,1 - male,"4 - worn, unk damage",bm - class b and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,flhc (harley-davidson)
1837,17313991.0,39.0,no charges,98 - other,2019-09-28,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,suzuki,gsx (suzuki)
1838,17314230.0,19.0,no charges,w - white,2019-09-28,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,cbr500 (honda)
1839,17315359.0,43.0,driving while intoxicated,w - white,2019-09-28,saturday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,honda,unknown (honda)
1840,17316574.0,34.0,no charges,w - white,2019-09-28,saturday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson)
1841,17316761.0,30.0,no charges,h - hispanic,2019-09-28,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
1842,17319675.0,39.0,unsafe speed  545.351,98 - other,2019-09-28,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,honda,unknown (honda)
