crash_id,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year,person_injury_severity
16515454,no data,MC - MOTORCYCLE,GRY - GRAY,no data,SUZUKI,UNKNOWN (SUZUKI),2005,A - SUSPECTED SERIOUS INJURY
16536928,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,VRSCF (HARLEY-DAVIDSON),2014,K - FATAL INJURY
16515484,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
16515755,AZ - ARIZONA,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX600 (KAWASAKI),2007,A - SUSPECTED SERIOUS INJURY
16515815,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2018,A - SUSPECTED SERIOUS INJURY
16522649,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
16515829,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHTKL (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
16516272,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1999,B - SUSPECTED MINOR INJURY
16520274,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2009,B - SUSPECTED MINOR INJURY
16522286,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,AMERICAN MOTORS,UNKNOWN (AMERICAN MOTORS),2008,B - SUSPECTED MINOR INJURY
16529022,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,UNKNOWN (SUZUKI),2003,A - SUSPECTED SERIOUS INJURY
16536142,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,KAWASAKI,ZX900 (KAWASAKI),1994,K - FATAL INJURY
16537474,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLHTKSE (HARLEY-DAVIDSON),2016,B - SUSPECTED MINOR INJURY
16518117,FL - FLORIDA,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHP (HARLEY-DAVIDSON),2018,B - SUSPECTED MINOR INJURY
16519291,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,TRIUMPH MOTORCYCLE,UNKNOWN (TRIUMPH MOTORCYCLE),2016,A - SUSPECTED SERIOUS INJURY
16523854,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX1300 (SUZUKI),2008,K - FATAL INJURY
16525706,no data,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),1998,B - SUSPECTED MINOR INJURY
16526518,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLS (HARLEY-DAVIDSON),2009,A - SUSPECTED SERIOUS INJURY
16530780,UN - UNKNOWN,MC - MOTORCYCLE,no data,no data,SUZUKI,GSX-R750 (SUZUKI),2005,B - SUSPECTED MINOR INJURY
16515151,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,BMW,R1100 (BMW),1999,B - SUSPECTED MINOR INJURY
16515301,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,FLHR (HARLEY-DAVIDSON),2018,B - SUSPECTED MINOR INJURY
16520768,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HARLEY-DAVIDSON,VRSCA (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16527366,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2010,A - SUSPECTED SERIOUS INJURY
16517149,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXDB (HARLEY-DAVIDSON),2010,B - SUSPECTED MINOR INJURY
16519384,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,12 - DEFECTIVE OR SLICK TIRES,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
16522023,TX - TEXAS,MC - MOTORCYCLE,YEL - YELLOW,no data,SUZUKI,DL1000 (SUZUKI),2004,K - FATAL INJURY
16522121,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1999,B - SUSPECTED MINOR INJURY
16528165,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,NC750SA (HONDA),2007,B - SUSPECTED MINOR INJURY
16518027,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,VTX1300 (HONDA),2014,B - SUSPECTED MINOR INJURY
16520233,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,98 - OTHER  (EXPLAIN IN NARRATIVE),HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
16521053,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLHTCU (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16521098,no data,MC - MOTORCYCLE,BLK - BLACK,11 - DEFECTIVE STEERING MECHANISM,KAWASAKI,EX250 (KAWASAKI),2009,B - SUSPECTED MINOR INJURY
16523064,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,HONDA,UNKNOWN (HONDA),2001,B - SUSPECTED MINOR INJURY
16523325,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1300 (YAMAHA),2006,A - SUSPECTED SERIOUS INJURY
16528313,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),2003,B - SUSPECTED MINOR INJURY
16528525,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHPI (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
16516338,no data,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2002,B - SUSPECTED MINOR INJURY
16516804,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLSTFB (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
16517759,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHP (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
16520579,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,VT1100 (HONDA),2007,B - SUSPECTED MINOR INJURY
16521453,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,EX300 (KAWASAKI),2014,N - NOT INJURED
16522765,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,UNKNOWN (HONDA),2009,B - SUSPECTED MINOR INJURY
16528067,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2008,B - SUSPECTED MINOR INJURY
16538881,no data,MC - MOTORCYCLE,GRY - GRAY,no data,YAMAHA,YZFR1 (YAMAHA),2014,B - SUSPECTED MINOR INJURY
16518088,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
16521873,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1984,K - FATAL INJURY
16526315,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,KAWASAKI,EX300 (KAWASAKI),2015,A - SUSPECTED SERIOUS INJURY
16530209,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,KAWASAKI,NINJA ZX (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
16518952,TX - TEXAS,MC - MOTORCYCLE,MUL - MULTICOLORED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
16521509,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2010,A - SUSPECTED SERIOUS INJURY
16522093,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16525527,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
16525545,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLTRXS (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
16525873,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2017,K - FATAL INJURY
16530207,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2003,B - SUSPECTED MINOR INJURY
16530473,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR250 (HONDA),2017,A - SUSPECTED SERIOUS INJURY
16532729,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHP (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16534546,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,EX300 (KAWASAKI),2014,B - SUSPECTED MINOR INJURY
16539177,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
16520321,LA - LOUISIANA,MC - MOTORCYCLE,BLU - BLUE,no data,KAWASAKI,UNKNOWN (KAWASAKI),2006,A - SUSPECTED SERIOUS INJURY
16521083,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2014,N - NOT INJURED
16522389,no data,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,XVS1100 (YAMAHA),2000,N - NOT INJURED
16522401,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1979,B - SUSPECTED MINOR INJURY
16523227,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,VT700 (HONDA),2009,B - SUSPECTED MINOR INJURY
16525434,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16527359,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX (SUZUKI),2007,K - FATAL INJURY
16533362,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FLHXSE (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
16534635,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,AMERICAN IRON HORSE,OUTLAW (AMERICAN IRON HORSE),2006,A - SUSPECTED SERIOUS INJURY
16535776,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2000,B - SUSPECTED MINOR INJURY
16522022,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XG500 (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
16523523,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),2015,B - SUSPECTED MINOR INJURY
16526669,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2012,A - SUSPECTED SERIOUS INJURY
16527953,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,YZFR1 (YAMAHA),2017,B - SUSPECTED MINOR INJURY
16534583,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),1986,A - SUSPECTED SERIOUS INJURY
16534981,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1100 (YAMAHA),2005,A - SUSPECTED SERIOUS INJURY
16524253,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,EX650 (KAWASAKI),2009,N - NOT INJURED
16524658,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),1982,B - SUSPECTED MINOR INJURY
16525141,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2015,B - SUSPECTED MINOR INJURY
16525199,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,SV650 (SUZUKI),2017,B - SUSPECTED MINOR INJURY
16525492,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HARLEY-DAVIDSON,FXDL (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
16527010,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX1300 (SUZUKI),2005,B - SUSPECTED MINOR INJURY
16527413,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,DUCATI,UNKNOWN (DUCATI),2015,B - SUSPECTED MINOR INJURY
16528719,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,GROM (HONDA),2018,A - SUSPECTED SERIOUS INJURY
16530199,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,XLX (HARLEY-DAVIDSON),2012,A - SUSPECTED SERIOUS INJURY
16527391,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,KYMCO USA INC,UNKNOWN (KYMCO USA INC),2008,B - SUSPECTED MINOR INJURY
16528367,no data,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR600 (HONDA),2016,A - SUSPECTED SERIOUS INJURY
16529205,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,CTX700 (HONDA),2014,B - SUSPECTED MINOR INJURY
16535051,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX636 (KAWASAKI),2015,B - SUSPECTED MINOR INJURY
16538348,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,NINJA ZX (KAWASAKI),2007,A - SUSPECTED SERIOUS INJURY
16539206,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,UNKNOWN (SUZUKI),2005,B - SUSPECTED MINOR INJURY
16527559,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXDF (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
16530547,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1000 (HONDA),2015,B - SUSPECTED MINOR INJURY
16539035,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,KAWASAKI,UNKNOWN (KAWASAKI),2005,A - SUSPECTED SERIOUS INJURY
16528763,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,BIG BEAR CHOPPERS,UNKNOWN (BIG BEAR CHOPPERS),2007,A - SUSPECTED SERIOUS INJURY
16530136,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FXR (HARLEY-DAVIDSON),1999,B - SUSPECTED MINOR INJURY
16531471,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,YAMAHA,XVS1100 (YAMAHA),2018,A - SUSPECTED SERIOUS INJURY
16535594,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FLHP (HARLEY-DAVIDSON),2009,A - SUSPECTED SERIOUS INJURY
16540563,FL - FLORIDA,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX1000 (KAWASAKI),2005,B - SUSPECTED MINOR INJURY
16530056,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,VF1100 (HONDA),2002,B - SUSPECTED MINOR INJURY
16530208,TX - TEXAS,MC - MOTORCYCLE,PLE - PURPLE,no data,HONDA,GL1500 (HONDA),1996,B - SUSPECTED MINOR INJURY
16530921,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXSTC (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16532581,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
16533693,no data,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,UNKNOWN (YAMAHA),2014,K - FATAL INJURY
16534350,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2008,A - SUSPECTED SERIOUS INJURY
16534734,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
16536188,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
16530833,no data,MC - MOTORCYCLE,ONG - ORANGE,no data,HONDA,UNKNOWN (HONDA),2008,B - SUSPECTED MINOR INJURY
16531475,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,ALT125 (SUZUKI),2006,B - SUSPECTED MINOR INJURY
16533902,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,INDIAN MOTORCYCLE CO.,UNKNOWN (INDIAN MOTORCYCLE CO.),2018,B - SUSPECTED MINOR INJURY
16535231,UN - UNKNOWN,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX-R750 (SUZUKI),2002,N - NOT INJURED
16535565,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2004,B - SUSPECTED MINOR INJURY
16535580,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XG500 (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
16536695,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX-R1000 (SUZUKI),2013,B - SUSPECTED MINOR INJURY
16539061,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2009,A - SUSPECTED SERIOUS INJURY
16587727,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,PENNSTYLE CAMPERS INC,NOT APPLICABLE (PENNSTYLE CAMPERS INC),2007,N - NOT INJURED
16537671,TX - TEXAS,MC - MOTORCYCLE,MUL - MULTICOLORED,98 - OTHER  (EXPLAIN IN NARRATIVE),KAWASAKI,UNKNOWN (KAWASAKI),2014,N - NOT INJURED
16536172,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2018,B - SUSPECTED MINOR INJURY
16539577,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,NINJA ZX (KAWASAKI),2016,A - SUSPECTED SERIOUS INJURY
16540538,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2015,B - SUSPECTED MINOR INJURY
16540923,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
16537098,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,CB750 (HONDA),1981,B - SUSPECTED MINOR INJURY
16539463,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2018,K - FATAL INJURY
16539799,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CTX700 (HONDA),2014,B - SUSPECTED MINOR INJURY
16537062,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HONDA,CBR500 (HONDA),2017,B - SUSPECTED MINOR INJURY
16538587,FL - FLORIDA,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FLHT (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16538889,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,GL1100 (HONDA),1984,A - SUSPECTED SERIOUS INJURY
16539297,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,C90 (SUZUKI),2005,A - SUSPECTED SERIOUS INJURY
16540284,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2017,B - SUSPECTED MINOR INJURY
16540496,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,UNKNOWN (HONDA),2011,B - SUSPECTED MINOR INJURY
16539004,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHR (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
16539998,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,GSX-R600 (SUZUKI),2006,B - SUSPECTED MINOR INJURY
16540605,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2006,N - NOT INJURED
16581482,TX - TEXAS,MC - MOTORCYCLE,99 - UNKNOWN,no data,UNKNOWN,UNKNOWN (UNKNOWN),no data,B - SUSPECTED MINOR INJURY
16583103,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHR (HARLEY-DAVIDSON),2008,B - SUSPECTED MINOR INJURY
16591451,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,KAWASAKI,1600 (KAWASAKI),2006,K - FATAL INJURY
16581358,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,VTX1300 (HONDA),2008,K - FATAL INJURY
16582969,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16586213,no data,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLHR (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
16586814,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLRT (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
16589044,FL - FLORIDA,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2011,K - FATAL INJURY
16584694,TX - TEXAS,MC - MOTORCYCLE,YEL - YELLOW,no data,HONDA,CBR1000 (HONDA),2008,B - SUSPECTED MINOR INJURY
16584389,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,INDIAN MOTORCYCLE CO.,UNKNOWN (INDIAN MOTORCYCLE CO.),2015,B - SUSPECTED MINOR INJURY
16593160,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2002,B - SUSPECTED MINOR INJURY
16583579,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,POLARIS,UNKNOWN (POLARIS),2017,N - NOT INJURED
16593730,TX - TEXAS,MC - MOTORCYCLE,YEL - YELLOW,no data,HONDA,GROM (HONDA),2018,B - SUSPECTED MINOR INJURY
16580642,IL - ILLINOIS,MC - MOTORCYCLE,BLU - BLUE,no data,ALL OTHER MAKES,UNKNOWN (ALL OTHER MAKES),2017,A - SUSPECTED SERIOUS INJURY
16582280,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHX (HARLEY-DAVIDSON),2011,A - SUSPECTED SERIOUS INJURY
16583820,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,YAMAHA,UNKNOWN (YAMAHA),2004,B - SUSPECTED MINOR INJURY
16583970,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,VULCAN 2000 (KAWASAKI),2001,B - SUSPECTED MINOR INJURY
16587333,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XLH1200 (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16582701,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXDWG (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16584171,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,KAWASAKI,VULCAN 2000 (KAWASAKI),1993,B - SUSPECTED MINOR INJURY
16586009,TX - TEXAS,MC - MOTORCYCLE,BGE - BEIGE,no data,YAMAHA,UNKNOWN (YAMAHA),2004,A - SUSPECTED SERIOUS INJURY
16586306,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2012,A - SUSPECTED SERIOUS INJURY
16588502,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,HARLEY-DAVIDSON,FLHTK (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16592114,TX - TEXAS,MC - MOTORCYCLE,YEL - YELLOW,no data,HONDA,SH150 (HONDA),2002,B - SUSPECTED MINOR INJURY
16596069,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2003,K - FATAL INJURY
16582567,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,NC750SA (HONDA),2000,B - SUSPECTED MINOR INJURY
16583159,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,FLHP (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16584586,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,FZ6 (YAMAHA),2012,B - SUSPECTED MINOR INJURY
16602675,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,YZF600 (YAMAHA),2013,B - SUSPECTED MINOR INJURY
16604038,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,TRIUMPH MOTORCYCLE,AMERICA (TRIUMPH MOTORCYCLE),2006,B - SUSPECTED MINOR INJURY
